,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails
0,0,10000,2500.0,1.0,H,H,Win,1,0
1,1,12500.0,3125.0,0.5,H,T,Lose,1,1
2,2,9375.0,2343.75,0.7,H,H,Win,2,1
3,3,11718.75,2929.6875,0.8,H,H,Win,3,1
4,4,14648.4375,3662.109375,0.8,T,H,Lose,4,1
5,5,10986.328125,2746.58203125,0.8,T,H,Lose,5,1
6,6,8239.74609375,2059.9365234375,0.7,T,T,Win,5,2
7,7,10299.6826171875,2574.920654296875,0.6,T,T,Win,5,3
8,8,12874.603271484375,3218.6508178710938,0.6,T,T,Win,5,4
9,9,16093.254089355469,4023.313522338867,0.5,H,T,Lose,5,5
10,10,12069.940567016602,3017.4851417541504,0.5,H,H,Win,6,5
11,11,15087.425708770752,3771.856427192688,0.5,H,T,Lose,6,6
12,12,11315.569281578064,2828.892320394516,0.5,H,H,Win,7,6
13,13,14144.46160197258,3536.115400493145,0.5,H,T,Lose,7,7
14,14,10608.346201479435,2652.0865503698587,0.5,H,H,Win,8,7
15,15,13260.432751849294,3315.1081879623234,0.6,H,H,Win,9,7
16,16,16575.540939811617,4143.885234952904,0.6,H,H,Win,10,7
17,17,20719.42617476452,5179.85654369113,0.6,T,H,Lose,11,7
18,18,15539.569631073391,3884.8924077683478,0.6,T,T,Win,11,8
19,19,19424.46203884174,4856.115509710435,0.6,T,T,Win,11,9
20,20,24280.577548552174,6070.144387138043,0.5,H,T,Lose,11,10
21,21,18210.43316141413,4552.6082903535325,0.5,H,T,Lose,11,11
22,22,13657.824871060599,3414.4562177651496,0.5,H,T,Lose,11,12
23,23,10243.368653295449,2560.842163323862,0.5,H,H,Win,12,12
24,24,12804.21081661931,3201.0527041548276,0.5,H,H,Win,13,12
25,25,16005.263520774137,4001.315880193534,0.5,H,H,Win,14,12
