,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails
0,0,10000,100.0,1.0,H,H,Win,1,0
1,1,10100.0,101.0,0.5,H,T,Lose,1,1
2,2,9999.0,99.99000000000001,0.3,H,T,Lose,1,2
3,3,9899.01,98.9901,0.2,H,T,Lose,1,3
4,4,9800.0199,98.000199,0.2,H,T,Lose,1,4
5,5,9702.019701,97.02019700999999,0.2,H,T,Lose,1,5
6,6,9604.999503989999,96.04999503989998,0.3,H,H,Win,2,5
7,7,9701.0494990299,97.010494990299,0.4,H,H,Win,3,5
8,8,9798.0599940202,97.980599940202,0.4,H,H,Win,4,5
9,9,9896.0405939604,98.96040593960402,0.4,H,T,Lose,4,6
10,10,9797.080188020796,97.97080188020797,0.4,H,T,Lose,4,7
11,11,9699.109386140588,96.99109386140589,0.3,H,T,Lose,4,8
12,12,9602.118292279181,96.02118292279181,0.3,H,T,Lose,4,9
13,13,9506.09710935639,95.0609710935639,0.3,H,T,Lose,4,10
14,14,9411.036138262825,94.11036138262826,0.3,H,T,Lose,4,11
15,15,9316.925776880196,93.16925776880197,0.2,H,T,Lose,4,12
16,16,9223.756519111394,92.23756519111394,0.2,H,T,Lose,4,13
17,17,9131.51895392028,91.3151895392028,0.3,H,H,Win,5,13
18,18,9222.834143459482,92.22834143459482,0.3,H,T,Lose,5,14
19,19,9130.605802024887,91.30605802024887,0.3,H,H,Win,6,14
20,20,9221.911860045137,92.21911860045137,0.3,H,T,Lose,6,15
21,21,9129.692741444685,91.29692741444686,0.3,H,H,Win,7,15
22,22,9220.989668859133,92.20989668859133,0.3,H,H,Win,8,15
23,23,9313.199565547724,93.13199565547724,0.4,H,H,Win,9,15
24,24,9406.331561203202,94.06331561203203,0.4,H,H,Win,10,15
25,25,9500.394876815233,95.00394876815233,0.4,H,H,Win,11,15
