,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0
0,10000,2500.0,0.0,H,T,Lose,0,1,,0,10000,2500.0,0.0,H,T,Lose,0,1,,0,10000,2500.0,0.0,H,T,Lose,0,1,,0,10000,2500.0,0.0,H,T,Lose,0,1,,0,10000,2500.0,1.0,H,H,Win,1,0,,0,10000,2500.0,0.0,H,T,Lose,0,1,,0,10000,2500.0,0.0,H,T,Lose,0,1,,0,10000,2500.0,0.0,H,T,Lose,0,1,,0,10000,2500.0,0.0,H,T,Lose,0,1,,0,10000,2500.0,1.0,H,H,Win,1,0,
1,7500.0,1875.0,0.0,T,T,Win,0,2,,1,7500.0,1875.0,0.5,T,H,Lose,1,1,,1,7500.0,1875.0,0.0,T,T,Win,0,2,,1,7500.0,1875.0,0.5,T,H,Lose,1,1,,1,12500.0,3125.0,0.5,T,T,Win,1,1,,1,7500.0,1875.0,0.0,T,T,Win,0,2,,1,7500.0,1875.0,0.0,T,T,Win,0,2,,1,7500.0,1875.0,0.0,T,T,Win,0,2,,1,7500.0,1875.0,0.5,T,H,Lose,1,1,,1,12500.0,3125.0,1.0,T,H,Lose,2,0,
2,9375.0,2343.75,0.0,T,T,Win,0,3,,2,5625.0,1406.25,0.7,T,H,Lose,2,1,,2,9375.0,2343.75,0.0,T,T,Win,0,3,,2,5625.0,1406.25,0.3,T,T,Win,1,2,,2,15625.0,3906.25,0.3,T,T,Win,1,2,,2,9375.0,2343.75,0.3,T,H,Lose,1,2,,2,9375.0,2343.75,0.3,T,H,Lose,1,2,,2,9375.0,2343.75,0.0,T,T,Win,0,3,,2,5625.0,1406.25,0.7,T,H,Lose,2,1,,2,9375.0,2343.75,0.7,H,T,Lose,2,1,
3,11718.75,2929.6875,0.2,T,H,Lose,1,3,,3,4218.75,1054.6875,0.8,T,H,Lose,3,1,,3,11718.75,2929.6875,0.0,T,T,Win,0,4,,3,7031.25,1757.8125,0.2,T,T,Win,1,3,,3,19531.25,4882.8125,0.2,T,T,Win,1,3,,3,7031.25,1757.8125,0.5,T,H,Lose,2,2,,3,7031.25,1757.8125,0.5,T,H,Lose,2,2,,3,11718.75,2929.6875,0.2,T,H,Lose,1,3,,3,4218.75,1054.6875,0.8,T,H,Lose,3,1,,3,7031.25,1757.8125,0.5,T,T,Win,2,2,
4,8789.0625,2197.265625,0.4,T,H,Lose,2,3,,4,3164.0625,791.015625,0.6,H,T,Lose,3,2,,4,14648.4375,3662.109375,0.2,T,H,Lose,1,4,,4,8789.0625,2197.265625,0.2,T,T,Win,1,4,,4,24414.0625,6103.515625,0.4,T,H,Lose,2,3,,4,5273.4375,1318.359375,0.6,T,H,Lose,3,2,,4,5273.4375,1318.359375,0.6,T,H,Lose,3,2,,4,8789.0625,2197.265625,0.4,T,H,Lose,2,3,,4,3164.0625,791.015625,0.8,H,H,Win,4,1,,4,8789.0625,2197.265625,0.6,T,H,Lose,3,2,
5,6591.796875,1647.94921875,0.5,T,H,Lose,3,3,,5,2373.046875,593.26171875,0.7,T,H,Lose,4,2,,5,10986.328125,2746.58203125,0.2,T,T,Win,1,5,,5,10986.328125,2746.58203125,0.2,T,T,Win,1,5,,5,18310.546875,4577.63671875,0.3,T,T,Win,2,4,,5,3955.078125,988.76953125,0.5,T,T,Win,3,3,,5,3955.078125,988.76953125,0.7,T,H,Lose,4,2,,5,6591.796875,1647.94921875,0.3,T,T,Win,2,4,,5,3955.078125,988.76953125,0.7,H,T,Lose,4,2,,5,6591.796875,1647.94921875,0.7,T,H,Lose,4,2,
6,4943.84765625,1235.9619140625,0.4,T,T,Win,3,4,,6,1779.78515625,444.9462890625,0.6,H,T,Lose,4,3,,6,13732.91015625,3433.2275390625,0.1,T,T,Win,1,6,,6,13732.91015625,3433.2275390625,0.3,T,H,Lose,2,5,,6,22888.18359375,5722.0458984375,0.4,T,H,Lose,3,4,,6,4943.84765625,1235.9619140625,0.4,T,T,Win,3,4,,6,2966.30859375,741.5771484375,0.6,H,T,Lose,4,3,,6,8239.74609375,2059.9365234375,0.3,T,T,Win,2,5,,6,2966.30859375,741.5771484375,0.7,H,H,Win,5,2,,6,4943.84765625,1235.9619140625,0.7,H,H,Win,5,2,
7,6179.8095703125,1544.952392578125,0.5,T,H,Lose,4,4,,7,1334.8388671875,333.709716796875,0.5,T,T,Win,4,4,,7,17166.1376953125,4291.534423828125,0.2,T,H,Lose,2,6,,7,10299.6826171875,2574.920654296875,0.2,T,T,Win,2,6,,7,17166.1376953125,4291.534423828125,0.5,T,H,Lose,4,4,,7,6179.8095703125,1544.952392578125,0.5,T,H,Lose,4,4,,7,2224.7314453125,556.182861328125,0.6,T,H,Lose,5,3,,7,10299.6826171875,2574.920654296875,0.2,T,T,Win,2,6,,7,3707.8857421875,926.971435546875,0.8,H,H,Win,6,2,,7,6179.8095703125,1544.952392578125,0.6,H,T,Lose,5,3,
8,4634.857177734375,1158.7142944335938,0.6,T,H,Lose,5,4,,8,1668.548583984375,417.13714599609375,0.6,T,H,Lose,5,4,,8,12874.603271484375,3218.6508178710938,0.2,T,T,Win,2,7,,8,12874.603271484375,3218.6508178710938,0.2,T,T,Win,2,7,,8,12874.603271484375,3218.6508178710938,0.4,T,T,Win,4,5,,8,4634.857177734375,1158.7142944335938,0.6,T,H,Lose,5,4,,8,1668.548583984375,417.13714599609375,0.7,H,H,Win,6,3,,8,12874.603271484375,3218.6508178710938,0.3,T,H,Lose,3,6,,8,4634.857177734375,1158.7142944335938,0.8,H,H,Win,7,2,,8,4634.857177734375,1158.7142944335938,0.7,H,H,Win,6,3,
9,3476.1428833007812,869.0357208251953,0.5,T,T,Win,5,5,,9,1251.4114379882812,312.8528594970703,0.6,T,H,Lose,6,4,,9,16093.254089355469,4023.313522338867,0.2,T,T,Win,2,8,,9,16093.254089355469,4023.313522338867,0.2,T,T,Win,2,8,,9,16093.254089355469,4023.313522338867,0.4,T,T,Win,4,6,,9,3476.1428833007812,869.0357208251953,0.6,T,H,Lose,6,4,,9,2085.6857299804688,521.4214324951172,0.6,H,T,Lose,6,4,,9,9655.952453613281,2413.9881134033203,0.3,T,T,Win,3,7,,9,5793.571472167969,1448.3928680419922,0.8,H,H,Win,8,2,,9,5793.571472167969,1448.3928680419922,0.7,H,H,Win,7,3,
10,4345.178604125977,1086.2946510314941,0.5,T,T,Win,5,6,,10,938.5585784912109,234.63964462280273,0.6,T,H,Lose,7,4,,10,20116.567611694336,5029.141902923584,0.2,T,T,Win,2,9,,10,20116.567611694336,5029.141902923584,0.2,T,T,Win,2,9,,10,20116.567611694336,5029.141902923584,0.5,T,H,Lose,5,6,,10,2607.107162475586,651.7767906188965,0.6,T,H,Lose,7,4,,10,1564.2642974853516,391.0660743713379,0.6,T,H,Lose,7,4,,10,12069.940567016602,3017.4851417541504,0.3,T,T,Win,3,8,,10,7241.964340209961,1810.4910850524902,0.7,H,T,Lose,8,3,,10,7241.964340209961,1810.4910850524902,0.7,H,H,Win,8,3,
11,5431.473255157471,1357.8683137893677,0.5,T,H,Lose,6,6,,11,703.9189338684082,175.97973346710205,0.6,H,T,Lose,7,5,,11,25145.70951461792,6286.42737865448,0.2,T,H,Lose,3,9,,11,25145.70951461792,6286.42737865448,0.2,T,H,Lose,3,9,,11,15087.425708770752,3771.856427192688,0.5,T,H,Lose,6,6,,11,1955.3303718566895,488.83259296417236,0.6,H,T,Lose,7,5,,11,1173.1982231140137,293.2995557785034,0.6,H,T,Lose,7,5,,11,15087.425708770752,3771.856427192688,0.3,T,H,Lose,4,8,,11,5431.473255157471,1357.8683137893677,0.8,H,H,Win,9,3,,11,9052.455425262451,2263.113856315613,0.7,H,T,Lose,8,4,
12,4073.604941368103,1018.4012353420258,0.5,T,H,Lose,7,6,,12,527.9392004013062,131.98480010032654,0.5,T,T,Win,7,6,,12,18859.28213596344,4714.82053399086,0.2,T,T,Win,3,10,,12,18859.28213596344,4714.82053399086,0.2,T,T,Win,3,10,,12,11315.569281578064,2828.892320394516,0.5,T,H,Lose,7,6,,12,1466.497778892517,366.6244447231293,0.6,T,H,Lose,8,5,,12,879.8986673355103,219.97466683387756,0.5,T,T,Win,7,6,,12,11315.569281578064,2828.892320394516,0.4,T,H,Lose,5,8,,12,6789.341568946838,1697.3353922367096,0.7,H,T,Lose,9,4,,12,6789.341568946838,1697.3353922367096,0.6,H,T,Lose,8,5,
13,3055.2037060260773,763.8009265065193,0.6,T,H,Lose,8,6,,13,659.9240005016327,164.98100012540817,0.6,T,H,Lose,8,6,,13,23574.1026699543,5893.525667488575,0.2,T,T,Win,3,11,,13,23574.1026699543,5893.525667488575,0.2,T,T,Win,3,11,,13,8486.676961183548,2121.669240295887,0.5,T,T,Win,7,7,,13,1099.8733341693878,274.96833354234695,0.6,H,T,Lose,8,6,,13,1099.8733341693878,274.96833354234695,0.6,T,H,Lose,8,6,,13,8486.676961183548,2121.669240295887,0.4,T,H,Lose,6,8,,13,5092.006176710129,1273.0015441775322,0.7,H,H,Win,10,4,,13,5092.006176710129,1273.0015441775322,0.6,H,T,Lose,8,6,
