,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0
0,10000,7500.0,1.0,T,H,Lose,1,0,,0,10000,7500.0,1.0,T,H,Lose,1,0,,0,10000,7500.0,1.0,T,H,Lose,1,0,,0,10000,7500.0,1.0,T,H,Lose,1,0,,0,10000,7500.0,0.0,T,T,Win,0,1,,0,10000,7500.0,0.0,T,T,Win,0,1,,0,10000,7500.0,1.0,T,H,Lose,1,0,,0,10000,7500.0,1.0,T,H,Lose,1,0,,0,10000,7500.0,1.0,T,H,Lose,1,0,,0,10000,7500.0,1.0,T,H,Lose,1,0,
1,2500.0,1875.0,0.5,H,T,Lose,1,1,,1,2500.0,1875.0,0.5,H,T,Lose,1,1,,1,2500.0,1875.0,0.5,H,T,Lose,1,1,,1,2500.0,1875.0,1.0,H,H,Win,2,0,,1,17500.0,13125.0,0.5,H,H,Win,1,1,,1,17500.0,13125.0,0.0,H,T,Lose,0,2,,1,2500.0,1875.0,0.5,H,T,Lose,1,1,,1,2500.0,1875.0,1.0,T,H,Lose,2,0,,1,2500.0,1875.0,0.5,H,T,Lose,1,1,,1,2500.0,1875.0,0.5,T,T,Win,1,1,
2,625.0,468.75,0.7,H,H,Win,2,1,,2,625.0,468.75,0.3,H,T,Lose,1,2,,2,625.0,468.75,0.3,H,T,Lose,1,2,,2,4375.0,3281.25,1.0,T,H,Lose,3,0,,2,30625.0,22968.75,0.3,H,T,Lose,1,2,,2,4375.0,3281.25,0.3,H,H,Win,1,2,,2,625.0,468.75,0.7,H,H,Win,2,1,,2,625.0,468.75,0.7,T,T,Win,2,1,,2,625.0,468.75,0.7,H,H,Win,2,1,,2,4375.0,3281.25,0.7,H,H,Win,2,1,
3,1093.75,820.3125,0.5,H,T,Lose,2,2,,3,156.25,117.1875,0.5,H,H,Win,2,2,,3,156.25,117.1875,0.2,H,T,Lose,1,3,,3,1093.75,820.3125,1.0,T,H,Lose,4,0,,3,7656.25,5742.1875,0.2,H,T,Lose,1,3,,3,7656.25,5742.1875,0.5,H,H,Win,2,2,,3,1093.75,820.3125,0.8,T,H,Lose,3,1,,3,1093.75,820.3125,0.5,T,T,Win,2,2,,3,1093.75,820.3125,0.8,H,H,Win,3,1,,3,7656.25,5742.1875,0.8,T,H,Lose,3,1,
4,273.4375,205.078125,0.4,H,T,Lose,2,3,,4,273.4375,205.078125,0.6,H,H,Win,3,2,,4,39.0625,29.296875,0.4,H,H,Win,2,3,,4,273.4375,205.078125,1.0,T,H,Lose,5,0,,4,1914.0625,1435.546875,0.4,H,H,Win,2,3,,4,13398.4375,10048.828125,0.6,H,H,Win,3,2,,4,273.4375,205.078125,0.6,T,T,Win,3,2,,4,1914.0625,1435.546875,0.6,H,H,Win,3,2,,4,1914.0625,1435.546875,0.6,T,T,Win,3,2,,4,1914.0625,1435.546875,0.6,T,T,Win,3,2,
5,68.359375,51.26953125,0.3,H,T,Lose,2,4,,5,478.515625,358.88671875,0.7,T,H,Lose,4,2,,5,68.359375,51.26953125,0.5,H,H,Win,3,3,,5,68.359375,51.26953125,0.8,T,T,Win,5,1,,5,3349.609375,2512.20703125,0.5,H,H,Win,3,3,,5,23447.265625,17585.44921875,0.5,H,T,Lose,3,3,,5,478.515625,358.88671875,0.7,H,H,Win,4,2,,5,3349.609375,2512.20703125,0.7,H,H,Win,4,2,,5,3349.609375,2512.20703125,0.7,H,H,Win,4,2,,5,3349.609375,2512.20703125,0.5,T,T,Win,3,3,
6,17.08984375,12.8173828125,0.3,H,T,Lose,2,5,,6,119.62890625,89.7216796875,0.6,T,T,Win,4,3,,6,119.62890625,89.7216796875,0.4,H,T,Lose,3,4,,6,119.62890625,89.7216796875,0.9,T,H,Lose,6,1,,6,5861.81640625,4396.3623046875,0.6,H,H,Win,4,3,,6,5861.81640625,4396.3623046875,0.4,H,T,Lose,3,4,,6,837.40234375,628.0517578125,0.6,T,T,Win,4,3,,6,5861.81640625,4396.3623046875,0.7,T,H,Lose,5,2,,6,5861.81640625,4396.3623046875,0.6,T,T,Win,4,3,,6,5861.81640625,4396.3623046875,0.6,H,H,Win,4,3,
7,4.2724609375,3.204345703125,0.4,H,H,Win,3,5,,7,209.3505859375,157.012939453125,0.6,T,H,Lose,5,3,,7,29.9072265625,22.430419921875,0.5,H,H,Win,4,4,,7,29.9072265625,22.430419921875,0.8,T,T,Win,6,2,,7,10258.1787109375,7693.634033203125,0.6,H,H,Win,5,3,,7,1465.4541015625,1099.090576171875,0.4,H,T,Lose,3,5,,7,1465.4541015625,1099.090576171875,0.5,T,T,Win,4,4,,7,1465.4541015625,1099.090576171875,0.6,T,T,Win,5,3,,7,10258.1787109375,7693.634033203125,0.5,H,T,Lose,4,4,,7,10258.1787109375,7693.634033203125,0.6,T,H,Lose,5,3,
8,7.476806640625,5.60760498046875,0.3,H,T,Lose,3,6,,8,52.337646484375,39.25323486328125,0.7,T,H,Lose,6,3,,8,52.337646484375,39.25323486328125,0.4,H,T,Lose,4,5,,8,52.337646484375,39.25323486328125,0.8,T,H,Lose,7,2,,8,17951.812744140625,13463.859558105469,0.6,T,T,Win,5,4,,8,366.363525390625,274.77264404296875,0.4,H,H,Win,4,5,,8,2564.544677734375,1923.4085083007812,0.4,H,T,Lose,4,5,,8,2564.544677734375,1923.4085083007812,0.6,T,T,Win,5,4,,8,2564.544677734375,1923.4085083007812,0.4,H,T,Lose,4,5,,8,2564.544677734375,1923.4085083007812,0.6,T,T,Win,5,4,
9,1.86920166015625,1.4019012451171875,0.3,H,T,Lose,3,7,,9,13.08441162109375,9.813308715820312,0.7,T,H,Lose,7,3,,9,13.08441162109375,9.813308715820312,0.4,H,T,Lose,4,6,,9,13.08441162109375,9.813308715820312,0.8,T,H,Lose,8,2,,9,31415.672302246094,23561.75422668457,0.6,H,H,Win,6,4,,9,641.1361694335938,480.8521270751953,0.5,H,H,Win,5,5,,9,641.1361694335938,480.8521270751953,0.5,H,H,Win,5,5,,9,4487.953186035156,3365.964889526367,0.5,H,T,Lose,5,5,,9,641.1361694335938,480.8521270751953,0.5,H,H,Win,5,5,,9,4487.953186035156,3365.964889526367,0.6,T,H,Lose,6,4,
10,0.4673004150390625,0.3504753112792969,0.4,H,H,Win,4,7,,10,3.2711029052734375,2.453327178955078,0.6,T,T,Win,7,4,,10,3.2711029052734375,2.453327178955078,0.5,H,H,Win,5,6,,10,3.2711029052734375,2.453327178955078,0.7,T,T,Win,8,3,,10,54977.426528930664,41233.069896698,0.5,T,T,Win,6,5,,10,1121.988296508789,841.4912223815918,0.5,T,T,Win,5,6,,10,1121.988296508789,841.4912223815918,0.5,T,T,Win,5,6,,10,1121.988296508789,841.4912223815918,0.5,H,T,Lose,5,6,,10,1121.988296508789,841.4912223815918,0.5,T,H,Lose,6,5,,10,1121.988296508789,841.4912223815918,0.5,H,T,Lose,6,5,
11,0.8177757263183594,0.6133317947387695,0.3,H,T,Lose,4,8,,11,5.724430084228516,4.293322563171387,0.7,T,H,Lose,8,4,,11,5.724430084228516,4.293322563171387,0.5,H,H,Win,6,6,,11,5.724430084228516,4.293322563171387,0.7,T,T,Win,8,4,,11,96210.49642562866,72157.8723192215,0.5,T,T,Win,6,6,,11,1963.4795188903809,1472.6096391677856,0.4,H,T,Lose,5,7,,11,1963.4795188903809,1472.6096391677856,0.4,H,T,Lose,5,7,,11,280.49707412719727,210.37280559539795,0.4,H,T,Lose,5,7,,11,280.49707412719727,210.37280559539795,0.5,H,T,Lose,6,6,,11,280.49707412719727,210.37280559539795,0.6,T,H,Lose,7,5,
12,0.20444393157958984,0.15333294868469238,0.3,H,T,Lose,4,9,,12,1.431107521057129,1.0733306407928467,0.6,T,T,Win,8,5,,12,10.017752647399902,7.513314485549927,0.5,T,T,Win,6,7,,12,10.017752647399902,7.513314485549927,0.6,T,T,Win,8,5,,12,168368.36874485016,126276.27655863762,0.5,T,H,Lose,7,6,,12,490.8698797225952,368.1524097919464,0.5,H,H,Win,6,7,,12,490.8698797225952,368.1524097919464,0.5,H,H,Win,6,7,,12,70.12426853179932,52.59320139884949,0.4,H,T,Lose,5,8,,12,70.12426853179932,52.59320139884949,0.5,T,H,Lose,7,6,,12,70.12426853179932,52.59320139884949,0.6,H,H,Win,8,5,
