,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount
0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
1,12500.0,12500.0,12500.0,7500.0,7500.0,7500.0,7500.0,12500.0,12500.0,7500.0
2,15625.0,9375.0,9375.0,5625.0,9375.0,9375.0,9375.0,15625.0,9375.0,5625.0
3,19531.25,11718.75,11718.75,4218.75,11718.75,7031.25,7031.25,19531.25,7031.25,4218.75
4,24414.0625,14648.4375,8789.0625,3164.0625,8789.0625,5273.4375,5273.4375,14648.4375,5273.4375,5273.4375
5,30517.578125,18310.546875,10986.328125,3955.078125,6591.796875,6591.796875,6591.796875,18310.546875,3955.078125,3955.078125
6,38146.97265625,22888.18359375,8239.74609375,4943.84765625,8239.74609375,8239.74609375,8239.74609375,13732.91015625,4943.84765625,4943.84765625
7,28610.2294921875,28610.2294921875,10299.6826171875,3707.8857421875,6179.8095703125,10299.6826171875,6179.8095703125,10299.6826171875,3707.8857421875,6179.8095703125
8,21457.672119140625,35762.786865234375,7724.761962890625,4634.857177734375,4634.857177734375,7724.761962890625,7724.761962890625,7724.761962890625,4634.857177734375,7724.761962890625
9,16093.254089355469,44703.48358154297,9655.952453613281,5793.571472167969,5793.571472167969,9655.952453613281,9655.952453613281,5793.571472167969,3476.1428833007812,9655.952453613281
10,12069.940567016602,55879.35447692871,12069.940567016602,4345.178604125977,7241.964340209961,7241.964340209961,12069.940567016602,7241.964340209961,2607.107162475586,12069.940567016602
11,9052.455425262451,69849.19309616089,15087.425708770752,5431.473255157471,5431.473255157471,9052.455425262451,9052.455425262451,9052.455425262451,1955.3303718566895,15087.425708770752
12,11315.569281578064,52386.89482212067,11315.569281578064,6789.341568946838,4073.604941368103,6789.341568946838,11315.569281578064,6789.341568946838,2444.162964820862,11315.569281578064
13,8486.676961183548,39290.1711165905,14144.46160197258,8486.676961183548,5092.006176710129,5092.006176710129,8486.676961183548,8486.676961183548,1833.1222236156464,8486.676961183548
14,6365.007720887661,49112.713895738125,10608.346201479435,6365.007720887661,3819.0046325325966,3819.0046325325966,6365.007720887661,6365.007720887661,2291.402779519558,10608.346201479435
15,4773.755790665746,61390.892369672656,7956.259651109576,7956.259651109576,2864.2534743994474,2864.2534743994474,7956.259651109576,4773.755790665746,2864.2534743994474,7956.259651109576
16,3580.3168429993093,76738.61546209082,9945.32456388697,9945.32456388697,3580.3168429993093,2148.1901057995856,5967.194738332182,5967.194738332182,3580.3168429993093,5967.194738332182
17,2685.237632249482,57553.961596568115,12431.655704858713,7458.993422915228,4475.396053749137,2685.237632249482,7458.993422915228,7458.993422915228,2685.237632249482,4475.396053749137
18,2013.9282241871115,71942.45199571014,9323.741778644035,5594.245067186421,5594.245067186421,3356.5470403118525,9323.741778644035,5594.245067186421,3356.5470403118525,5594.245067186421
19,1510.4461681403336,89928.06499463768,6992.806333983026,6992.806333983026,6992.806333983026,4195.683800389816,11654.677223305043,4195.683800389816,4195.683800389816,6992.806333983026
20,1888.057710175417,112410.0812432971,8741.007917478782,5244.6047504872695,5244.6047504872695,3146.7628502923617,14568.346529131304,3146.7628502923617,3146.7628502923617,8741.007917478782
21,2360.0721377192713,140512.6015541214,10926.259896848478,3933.453562865452,6555.755938109087,3933.453562865452,18210.43316141413,3933.453562865452,2360.0721377192713,6555.755938109087
22,1770.0541032894535,175640.75194265172,13657.824871060599,2950.090172149089,8194.694922636358,4916.816953581815,13657.824871060599,2950.090172149089,2950.090172149089,8194.694922636358
23,2212.567629111817,131730.5639569888,17072.281088825748,2212.567629111817,6146.021191977268,3687.612715186361,17072.281088825748,2212.567629111817,3687.612715186361,10243.368653295447
24,1659.4257218338628,98797.9229677416,12804.21081661931,1659.4257218338628,4609.515893982951,4609.515893982952,12804.21081661931,2765.7095363897715,2765.7095363897706,7682.526489971586
25,2074.2821522923286,74098.4422258062,9603.158112464484,1244.5692913753971,3457.136920487213,3457.1369204872135,16005.263520774137,3457.1369204872144,3457.1369204872135,9603.158112464482
26,1555.7116142192465,55573.83166935465,7202.368584348363,933.4269685315478,2592.8526903654097,4321.421150609017,20006.579400967672,2592.852690365411,2592.85269036541,7202.368584348362
27,1944.639517774058,41680.37375201599,5401.776438261272,700.0702263986609,3241.065862956762,5401.776438261271,15004.934550725753,3241.065862956764,3241.0658629567624,9002.960730435452
28,1458.4796383305436,31260.280314011994,4051.332328695954,875.0877829983261,2430.7993972175714,6752.22054782659,11253.700913044315,4051.332328695955,4051.332328695953,11253.700913044315
29,1093.8597287479076,39075.35039251499,3038.4992465219657,656.3158372487446,1823.0995479131784,5064.165410869942,14067.126141305394,3038.499246521966,3038.499246521965,14067.126141305394
30,820.3947965609307,48844.18799064374,3798.124058152457,492.23687793655847,2278.874434891473,3798.1240581524567,17583.907676631745,2278.8744348914747,3798.124058152456,17583.907676631745
31,615.2960974206981,36633.14099298281,2848.5930436143426,369.1776584524189,2848.5930436143412,2848.5930436143426,13187.930757473809,2848.5930436143435,4747.65507269057,21979.88459578968
32,769.1201217758726,27474.855744737106,3560.7413045179283,461.4720730655236,3560.7413045179264,2136.444782710757,9890.948068105357,3560.741304517929,3560.7413045179273,27474.855744737102
