,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount
0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
1,12500.0,12500.0,12500.0,7500.0,7500.0,12500.0,12500.0,12500.0,7500.0,12500.0
2,9375.0,9375.0,15625.0,9375.0,9375.0,15625.0,15625.0,15625.0,9375.0,9375.0
3,11718.75,7031.25,19531.25,11718.75,11718.75,19531.25,11718.75,11718.75,7031.25,11718.75
4,8789.0625,5273.4375,14648.4375,14648.4375,8789.0625,14648.4375,14648.4375,14648.4375,8789.0625,14648.4375
5,6591.796875,3955.078125,18310.546875,18310.546875,6591.796875,10986.328125,10986.328125,10986.328125,6591.796875,10986.328125
6,8239.74609375,2966.30859375,13732.91015625,13732.91015625,4943.84765625,13732.91015625,8239.74609375,13732.91015625,8239.74609375,8239.74609375
7,6179.8095703125,3707.8857421875,10299.6826171875,17166.1376953125,3707.8857421875,10299.6826171875,6179.8095703125,10299.6826171875,10299.6826171875,10299.6826171875
8,4634.857177734375,4634.857177734375,12874.603271484375,12874.603271484375,2780.914306640625,12874.603271484375,7724.761962890625,7724.761962890625,12874.603271484375,12874.603271484375
9,5793.571472167969,5793.571472167969,16093.254089355469,16093.254089355469,3476.1428833007812,9655.952453613281,5793.571472167969,5793.571472167969,9655.952453613281,9655.952453613281
10,7241.964340209961,4345.178604125977,20116.567611694336,20116.567611694336,4345.178604125977,12069.940567016602,4345.178604125977,4345.178604125977,7241.964340209961,12069.940567016602
11,5431.473255157471,5431.473255157471,25145.70951461792,15087.425708770752,3258.8839530944824,9052.455425262451,5431.473255157471,5431.473255157471,5431.473255157471,9052.455425262451
12,6789.341568946838,4073.604941368103,31432.1368932724,18859.28213596344,2444.162964820862,11315.569281578064,4073.604941368103,4073.604941368103,4073.604941368103,6789.341568946838
13,8486.676961183548,3055.2037060260773,23574.1026699543,14144.46160197258,1833.1222236156464,14144.46160197258,3055.2037060260773,3055.2037060260773,5092.006176710129,5092.006176710129
14,10608.346201479435,3819.0046325325966,17680.577002465725,17680.577002465725,1374.8416677117348,10608.346201479435,3819.0046325325966,3819.0046325325966,3819.0046325325966,3819.0046325325966
15,7956.259651109576,4773.755790665746,22100.721253082156,22100.721253082156,1718.5520846396685,13260.432751849294,4773.755790665746,2864.2534743994474,4773.755790665746,2864.2534743994474
16,9945.32456388697,5967.194738332182,16575.540939811617,16575.540939811617,2148.1901057995856,16575.540939811617,5967.194738332182,2148.1901057995856,3580.3168429993093,3580.3168429993093
17,12431.655704858713,4475.396053749137,12431.655704858713,12431.655704858713,2685.237632249482,20719.42617476452,7458.993422915228,2685.237632249482,4475.396053749137,4475.396053749137
18,15539.569631073391,3356.5470403118525,15539.569631073391,9323.741778644035,3356.5470403118525,15539.569631073391,9323.741778644035,3356.5470403118525,3356.5470403118525,5594.245067186421
19,11654.677223305043,2517.4102802338894,11654.677223305043,6992.806333983026,2517.4102802338894,19424.46203884174,6992.806333983026,2517.4102802338894,2517.4102802338894,4195.683800389816
