,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails
0,0,10000,7500.0,0.0,H,T,Lose,0,1
1,1,2500.0,1875.0,0.0,H,T,Lose,0,2
2,2,625.0,468.75,0.0,H,T,Lose,0,3
3,3,156.25,117.1875,0.2,H,H,Win,1,3
4,4,273.4375,205.078125,0.4,H,H,Win,2,3
5,5,478.515625,358.88671875,0.3,H,T,Lose,2,4
6,6,119.62890625,89.7216796875,0.4,H,H,Win,3,4
7,7,209.3505859375,157.012939453125,0.5,H,H,Win,4,4
8,8,366.363525390625,274.77264404296875,0.6,H,H,Win,5,4
9,9,641.1361694335938,480.8521270751953,0.6,H,H,Win,6,4
10,10,1121.988296508789,841.4912223815918,0.5,H,T,Lose,6,5
11,11,280.49707412719727,210.37280559539795,0.6,H,H,Win,7,5
12,12,490.8698797225952,368.1524097919464,0.6,H,H,Win,8,5
13,13,859.0222895145416,644.2667171359062,0.6,T,H,Lose,9,5
14,14,214.7555723786354,161.06667928397655,0.7,T,H,Lose,10,5
15,15,53.68889309465885,40.26666982099414,0.7,T,H,Lose,11,5
16,16,13.422223273664713,10.066667455248535,0.6,T,T,Win,11,6
17,17,23.488890728913248,17.616668046684936,0.6,T,T,Win,11,7
18,18,41.10555877559818,30.829169081698637,0.6,T,T,Win,11,8
19,19,71.93472785729682,53.951045892972616,0.6,T,T,Win,11,9
20,20,125.88577375026944,94.41433031270208,0.5,H,T,Lose,11,10
21,21,31.47144343756736,23.60358257817552,0.5,H,H,Win,12,10
22,22,55.07502601574288,41.30626951180716,0.5,H,T,Lose,12,11
23,23,13.76875650393572,10.32656737795179,0.5,H,T,Lose,12,12
24,24,3.44218912598393,2.5816418444879474,0.5,H,H,Win,13,12
25,25,6.023830970471877,4.517873227853908,0.5,H,T,Lose,13,13
26,26,1.5059577426179693,1.129468306963477,0.5,H,H,Win,14,13
27,27,2.6354260495814463,1.9765695371860847,0.5,H,T,Lose,14,14
28,28,0.6588565123953616,0.4941423842965212,0.5,H,T,Lose,14,15
29,29,0.1647141280988404,0.1235355960741303,0.5,H,H,Win,15,15
30,30,0.2882497241729707,0.216187293129728,0.5,H,T,Lose,15,16
31,31,0.07206243104324267,0.054046823282432,0.5,H,T,Lose,15,17
32,32,0.018015607760810667,0.013511705820608,0.5,H,T,Lose,15,18
33,33,0.004503901940202667,0.003377926455152,0.5,H,H,Win,16,18
34,34,0.007881828395354666,0.005911371296516,0.5,H,T,Lose,16,19
35,35,0.0019704570988386665,0.001477842824129,0.5,H,H,Win,17,19
36,36,0.0034482999229676664,0.00258622494222575,0.5,H,T,Lose,17,20
37,37,0.0008620749807419165,0.0006465562355564374,0.5,H,H,Win,18,20
38,38,0.0015086312162983539,0.0011314734122237653,0.5,H,T,Lose,18,21
39,39,0.0003771578040745885,0.0002828683530559414,0.5,H,T,Lose,18,22
40,40,9.428945101864713e-05,7.071708826398535e-05,0.4,H,T,Lose,18,23
41,41,2.3572362754661783e-05,1.7679272065996337e-05,0.4,H,T,Lose,18,24
42,42,5.893090688665446e-06,4.419818016499084e-06,0.4,H,T,Lose,18,25
43,43,1.4732726721663614e-06,1.104954504124771e-06,0.4,H,H,Win,19,25
44,44,2.5782271762911325e-06,1.933670382218349e-06,0.4,H,H,Win,20,25
45,45,4.511897558509482e-06,3.3839231688821112e-06,0.5,H,H,Win,21,25
46,46,7.895820727391593e-06,5.921865545543695e-06,0.4,H,T,Lose,21,26
47,47,1.9739551818478978e-06,1.4804663863859233e-06,0.4,H,T,Lose,21,27
48,48,4.934887954619744e-07,3.7011659659648083e-07,0.4,H,T,Lose,21,28
49,49,1.233721988654936e-07,9.252914914912021e-08,0.4,H,H,Win,22,28
50,50,2.1590134801461382e-07,1.6192601101096037e-07,0.5,H,H,Win,23,28
