,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails
0,0,10000,5000.0,1.0,H,H,Win,1,0
1,1,15000.0,7500.0,1.0,H,H,Win,2,0
2,2,22500.0,11250.0,1.0,T,H,Lose,3,0
3,3,11250.0,5625.0,1.0,T,H,Lose,4,0
4,4,5625.0,2812.5,1.0,T,H,Lose,5,0
5,5,2812.5,1406.25,0.8,T,T,Win,5,1
6,6,4218.75,2109.375,0.9,T,H,Lose,6,1
7,7,2109.375,1054.6875,0.9,T,H,Lose,7,1
8,8,1054.6875,527.34375,0.8,T,T,Win,7,2
9,9,1582.03125,791.015625,0.8,T,H,Lose,8,2
10,10,791.015625,395.5078125,0.8,T,H,Lose,9,2
11,11,395.5078125,197.75390625,0.8,T,H,Lose,10,2
12,12,197.75390625,98.876953125,0.8,T,H,Lose,11,2
13,13,98.876953125,49.4384765625,0.9,T,H,Lose,12,2
14,14,49.4384765625,24.71923828125,0.8,T,T,Win,12,3
15,15,74.15771484375,37.078857421875,0.8,T,H,Lose,13,3
16,16,37.078857421875,18.5394287109375,0.8,T,T,Win,13,4
17,17,55.6182861328125,27.80914306640625,0.8,T,H,Lose,14,4
18,18,27.80914306640625,13.904571533203125,0.8,T,H,Lose,15,4
19,19,13.904571533203125,6.9522857666015625,0.8,T,T,Win,15,5
20,20,20.856857299804688,10.428428649902344,0.7,T,T,Win,15,6
21,21,31.28528594970703,15.642642974853516,0.7,T,H,Lose,16,6
22,22,15.642642974853516,7.821321487426758,0.7,T,T,Win,16,7
23,23,23.463964462280273,11.731982231140137,0.7,T,T,Win,16,8
24,24,35.19594669342041,17.597973346710205,0.6,T,T,Win,16,9
25,25,52.793920040130615,26.396960020065308,0.7,T,H,Lose,17,9
26,26,26.396960020065308,13.198480010032654,0.6,T,T,Win,17,10
27,27,39.59544003009796,19.79772001504898,0.6,T,T,Win,17,11
28,28,59.39316004514694,29.69658002257347,0.6,T,H,Lose,18,11
29,29,29.69658002257347,14.848290011286736,0.6,T,T,Win,18,12
30,30,44.54487003386021,22.272435016930103,0.6,T,H,Lose,19,12
31,31,22.272435016930103,11.136217508465052,0.6,T,T,Win,19,13
32,32,33.408652525395155,16.704326262697577,0.6,T,H,Lose,20,13
33,33,16.704326262697577,8.352163131348789,0.6,T,T,Win,20,14
34,34,25.056489394046366,12.528244697023183,0.6,T,H,Lose,21,14
35,35,12.528244697023183,6.2641223485115916,0.6,T,T,Win,21,15
36,36,18.792367045534775,9.396183522767387,0.6,T,H,Lose,22,15
37,37,9.396183522767387,4.698091761383694,0.6,T,H,Lose,23,15
38,38,4.698091761383694,2.349045880691847,0.6,T,T,Win,23,16
39,39,7.0471376420755405,3.5235688210377702,0.6,T,T,Win,23,17
40,40,10.57070646311331,5.285353231556655,0.6,T,T,Win,23,18
41,41,15.856059694669966,7.928029847334983,0.6,H,H,Win,24,18
42,42,23.78408954200495,11.892044771002475,0.6,T,H,Lose,25,18
43,43,11.892044771002475,5.946022385501237,0.6,T,H,Lose,26,18
44,44,5.946022385501237,2.9730111927506186,0.6,T,T,Win,26,19
45,45,8.919033578251856,4.459516789125928,0.6,T,T,Win,26,20
46,46,13.378550367377784,6.689275183688892,0.6,T,H,Lose,27,20
47,47,6.689275183688892,3.344637591844446,0.6,T,T,Win,27,21
48,48,10.033912775533338,5.016956387766669,0.6,T,H,Lose,28,21
49,49,5.016956387766669,2.5084781938833345,0.6,T,T,Win,28,22
50,50,7.5254345816500035,3.7627172908250017,0.5,H,T,Lose,28,23
