,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails
0,0,10000,500.0,0.0,H,T,Lose,0,1
1,1,9500.0,475.0,0.0,H,T,Lose,0,2
2,2,9025.0,451.25,0.0,H,T,Lose,0,3
3,3,8573.75,428.6875,0.0,H,T,Lose,0,4
4,4,8145.0625,407.253125,0.0,H,T,Lose,0,5
5,5,7737.809375,386.89046875,0.0,H,T,Lose,0,6
6,6,7350.91890625,367.5459453125,0.1,H,H,Win,1,6
7,7,7718.4648515625,385.92324257812504,0.1,H,T,Lose,1,7
8,8,7332.541608984376,366.6270804492188,0.2,H,H,Win,2,7
9,9,7699.168689433594,384.95843447167977,0.2,H,T,Lose,2,8
10,10,7314.210254961915,365.71051274809577,0.2,H,T,Lose,2,9
11,11,6948.499742213819,347.424987110691,0.2,H,H,Win,3,9
12,12,7295.924729324511,364.79623646622554,0.3,H,H,Win,4,9
13,13,7660.720965790736,383.03604828953684,0.3,H,T,Lose,4,10
14,14,7277.684917501199,363.88424587506,0.3,H,H,Win,5,10
15,15,7641.569163376259,382.078458168813,0.3,H,T,Lose,5,11
16,16,7259.490705207446,362.9745352603723,0.4,H,H,Win,6,11
17,17,7622.465240467818,381.1232620233909,0.3,H,T,Lose,6,12
18,18,7241.341978444427,362.06709892222136,0.3,H,T,Lose,6,13
19,19,6879.274879522205,343.96374397611027,0.3,H,T,Lose,6,14
20,20,6535.311135546095,326.76555677730477,0.3,H,T,Lose,6,15
21,21,6208.545578768791,310.42727893843954,0.3,H,T,Lose,6,16
22,22,5898.118299830351,294.9059149915176,0.3,H,H,Win,7,16
23,23,6193.024214821869,309.65121074109345,0.3,H,H,Win,8,16
24,24,6502.675425562962,325.1337712781481,0.4,H,H,Win,9,16
25,25,6827.80919684111,341.3904598420555,0.3,H,T,Lose,9,17
26,26,6486.418736999054,324.3209368499527,0.4,H,H,Win,10,17
27,27,6810.739673849007,340.53698369245035,0.4,H,H,Win,11,17
28,28,7151.276657541457,357.56383287707285,0.4,H,T,Lose,11,18
29,29,6793.712824664384,339.68564123321926,0.4,H,T,Lose,11,19
30,30,6454.027183431165,322.7013591715583,0.4,H,T,Lose,11,20
31,31,6131.325824259607,306.56629121298033,0.3,H,T,Lose,11,21
32,32,5824.7595330466265,291.2379766523313,0.4,H,H,Win,12,21
33,33,6115.997509698958,305.7998754849479,0.4,H,H,Win,13,21
34,34,6421.797385183906,321.0898692591953,0.4,H,T,Lose,13,22
35,35,6100.707515924711,305.03537579623554,0.4,H,H,Win,14,22
36,36,6405.742891720946,320.28714458604736,0.4,H,T,Lose,14,23
37,37,6085.455747134899,304.27278735674497,0.4,H,T,Lose,14,24
38,38,5781.182959778154,289.05914798890774,0.4,H,T,Lose,14,25
39,39,5492.123811789246,274.6061905894623,0.4,H,H,Win,15,25
40,40,5766.730002378708,288.3365001189354,0.4,H,T,Lose,15,26
41,41,5478.3935022597725,273.9196751129886,0.4,H,H,Win,16,26
42,42,5752.313177372761,287.61565886863804,0.4,H,T,Lose,16,27
43,43,5464.697518504123,273.23487592520615,0.4,H,T,Lose,16,28
44,44,5191.4626425789165,259.5731321289458,0.4,H,H,Win,17,28
45,45,5451.035774707862,272.55178873539313,0.4,H,H,Win,18,28
46,46,5723.587563443256,286.1793781721628,0.4,H,H,Win,19,28
47,47,6009.766941615419,300.48834708077095,0.4,H,H,Win,20,28
48,48,6310.255288696189,315.51276443480947,0.4,H,T,Lose,20,29
49,49,5994.74252426138,299.737126213069,0.4,H,H,Win,21,29
50,50,6294.479650474449,314.7239825237225,0.4,H,H,Win,22,29
