,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0
0,10000,5000.0,0.0,T,T,Win,0,1,,0,10000,5000.0,0.0,T,T,Win,0,1,,0,10000,5000.0,1.0,T,H,Lose,1,0,,0,10000,5000.0,0.0,T,T,Win,0,1,,0,10000,5000.0,0.0,T,T,Win,0,1,,0,10000,5000.0,1.0,T,H,Lose,1,0,,0,10000,5000.0,1.0,T,H,Lose,1,0,,0,10000,5000.0,0.0,T,T,Win,0,1,,0,10000,5000.0,1.0,T,H,Lose,1,0,,0,10000,5000.0,1.0,T,H,Lose,1,0,
1,15000.0,7500.0,0.5,T,H,Lose,1,1,,1,15000.0,7500.0,0.5,T,H,Lose,1,1,,1,5000.0,2500.0,0.5,T,T,Win,1,1,,1,15000.0,7500.0,0.5,T,H,Lose,1,1,,1,15000.0,7500.0,0.5,T,H,Lose,1,1,,1,5000.0,2500.0,0.5,T,T,Win,1,1,,1,5000.0,2500.0,0.5,T,T,Win,1,1,,1,15000.0,7500.0,0.0,T,T,Win,0,2,,1,5000.0,2500.0,1.0,T,H,Lose,2,0,,1,5000.0,2500.0,1.0,T,H,Lose,2,0,
2,7500.0,3750.0,0.3,T,T,Win,1,2,,2,7500.0,3750.0,0.7,T,H,Lose,2,1,,2,7500.0,3750.0,0.7,T,H,Lose,2,1,,2,7500.0,3750.0,0.7,T,H,Lose,2,1,,2,7500.0,3750.0,0.7,T,H,Lose,2,1,,2,7500.0,3750.0,0.3,T,T,Win,1,2,,2,7500.0,3750.0,0.7,T,H,Lose,2,1,,2,22500.0,11250.0,0.0,T,T,Win,0,3,,2,2500.0,1250.0,1.0,H,H,Win,3,0,,2,2500.0,1250.0,0.7,H,T,Lose,2,1,
3,11250.0,5625.0,0.2,T,T,Win,1,3,,3,3750.0,1875.0,0.8,T,H,Lose,3,1,,3,3750.0,1875.0,0.5,T,T,Win,2,2,,3,3750.0,1875.0,0.5,T,T,Win,2,2,,3,3750.0,1875.0,0.5,T,T,Win,2,2,,3,11250.0,5625.0,0.2,T,T,Win,1,3,,3,3750.0,1875.0,0.8,T,H,Lose,3,1,,3,33750.0,16875.0,0.0,T,T,Win,0,4,,3,3750.0,1875.0,0.8,H,T,Lose,3,1,,3,1250.0,625.0,0.8,T,H,Lose,3,1,
4,16875.0,8437.5,0.2,T,T,Win,1,4,,4,1875.0,937.5,0.8,H,H,Win,4,1,,4,5625.0,2812.5,0.4,T,T,Win,2,3,,4,5625.0,2812.5,0.6,T,H,Lose,3,2,,4,5625.0,2812.5,0.6,T,H,Lose,3,2,,4,16875.0,8437.5,0.2,T,T,Win,1,4,,4,1875.0,937.5,0.8,H,H,Win,4,1,,4,50625.0,25312.5,0.2,T,H,Lose,1,4,,4,1875.0,937.5,0.8,H,H,Win,4,1,,4,625.0,312.5,0.6,H,T,Lose,3,2,
5,25312.5,12656.25,0.2,T,T,Win,1,5,,5,2812.5,1406.25,0.8,H,H,Win,5,1,,5,8437.5,4218.75,0.5,T,H,Lose,3,3,,5,2812.5,1406.25,0.5,T,T,Win,3,3,,5,2812.5,1406.25,0.5,T,T,Win,3,3,,5,25312.5,12656.25,0.3,T,H,Lose,2,4,,5,2812.5,1406.25,0.7,H,T,Lose,4,2,,5,25312.5,12656.25,0.2,T,T,Win,1,5,,5,2812.5,1406.25,0.7,H,T,Lose,4,2,,5,312.5,156.25,0.7,T,H,Lose,4,2,
6,37968.75,18984.375,0.3,T,H,Lose,2,5,,6,4218.75,2109.375,0.7,H,T,Lose,5,2,,6,4218.75,2109.375,0.6,T,H,Lose,4,3,,6,4218.75,2109.375,0.6,T,H,Lose,4,3,,6,4218.75,2109.375,0.6,T,H,Lose,4,3,,6,12656.25,6328.125,0.4,T,H,Lose,3,4,,6,1406.25,703.125,0.6,H,T,Lose,4,3,,6,37968.75,18984.375,0.1,T,T,Win,1,6,,6,1406.25,703.125,0.6,H,T,Lose,4,3,,6,156.25,78.125,0.7,H,H,Win,5,2,
7,18984.375,9492.1875,0.2,T,T,Win,2,6,,7,2109.375,1054.6875,0.6,H,T,Lose,5,3,,7,2109.375,1054.6875,0.6,T,H,Lose,5,3,,7,2109.375,1054.6875,0.6,T,H,Lose,5,3,,7,2109.375,1054.6875,0.5,T,T,Win,4,4,,7,6328.125,3164.0625,0.4,T,T,Win,3,5,,7,703.125,351.5625,0.5,T,T,Win,4,4,,7,56953.125,28476.5625,0.1,T,T,Win,1,7,,7,703.125,351.5625,0.5,T,T,Win,4,4,,7,234.375,117.1875,0.6,H,T,Lose,5,3,
8,28476.5625,14238.28125,0.3,T,H,Lose,3,6,,8,1054.6875,527.34375,0.7,H,H,Win,6,3,,8,1054.6875,527.34375,0.6,H,T,Lose,5,4,,8,1054.6875,527.34375,0.6,H,T,Lose,5,4,,8,3164.0625,1582.03125,0.4,T,T,Win,4,5,,8,9492.1875,4746.09375,0.3,T,T,Win,3,6,,8,1054.6875,527.34375,0.4,T,T,Win,4,5,,8,85429.6875,42714.84375,0.2,T,H,Lose,2,7,,8,1054.6875,527.34375,0.4,T,T,Win,4,5,,8,117.1875,58.59375,0.7,H,H,Win,6,3,
9,14238.28125,7119.140625,0.3,T,T,Win,3,7,,9,1582.03125,791.015625,0.7,H,H,Win,7,3,,9,527.34375,263.671875,0.5,T,T,Win,5,5,,9,527.34375,263.671875,0.6,T,H,Lose,6,4,,9,4746.09375,2373.046875,0.5,T,H,Lose,5,5,,9,14238.28125,7119.140625,0.4,T,H,Lose,4,6,,9,1582.03125,791.015625,0.5,T,H,Lose,5,5,,9,42714.84375,21357.421875,0.3,T,H,Lose,3,7,,9,1582.03125,791.015625,0.4,T,T,Win,4,6,,9,175.78125,87.890625,0.6,H,T,Lose,6,4,
10,21357.421875,10678.7109375,0.4,T,H,Lose,4,7,,10,2373.046875,1186.5234375,0.6,H,T,Lose,7,4,,10,791.015625,395.5078125,0.5,T,H,Lose,6,5,,10,263.671875,131.8359375,0.6,T,H,Lose,7,4,,10,2373.046875,1186.5234375,0.5,T,T,Win,5,6,,10,7119.140625,3559.5703125,0.4,T,T,Win,4,7,,10,791.015625,395.5078125,0.5,T,T,Win,5,6,,10,21357.421875,10678.7109375,0.3,T,T,Win,3,8,,10,2373.046875,1186.5234375,0.5,T,H,Lose,5,6,,10,87.890625,43.9453125,0.5,T,T,Win,6,5,
11,10678.7109375,5339.35546875,0.4,T,H,Lose,5,7,,11,1186.5234375,593.26171875,0.7,H,H,Win,8,4,,11,395.5078125,197.75390625,0.5,T,T,Win,6,6,,11,131.8359375,65.91796875,0.6,H,T,Lose,7,5,,11,3559.5703125,1779.78515625,0.5,T,H,Lose,6,6,,11,10678.7109375,5339.35546875,0.3,T,T,Win,4,8,,11,1186.5234375,593.26171875,0.4,T,T,Win,5,7,,11,32036.1328125,16018.06640625,0.2,T,T,Win,3,9,,11,1186.5234375,593.26171875,0.4,T,T,Win,5,7,,11,131.8359375,65.91796875,0.5,T,T,Win,6,6,
12,5339.35546875,2669.677734375,0.5,T,H,Lose,6,7,,12,1779.78515625,889.892578125,0.7,H,H,Win,9,4,,12,593.26171875,296.630859375,0.5,T,H,Lose,7,6,,12,65.91796875,32.958984375,0.5,T,T,Win,7,6,,12,1779.78515625,889.892578125,0.5,T,T,Win,6,7,,12,16018.06640625,8009.033203125,0.4,T,H,Lose,5,8,,12,1779.78515625,889.892578125,0.4,T,T,Win,5,8,,12,48054.19921875,24027.099609375,0.2,T,T,Win,3,10,,12,1779.78515625,889.892578125,0.4,T,T,Win,5,8,,12,197.75390625,98.876953125,0.5,T,T,Win,6,7,
13,2669.677734375,1334.8388671875,0.4,T,T,Win,6,8,,13,2669.677734375,1334.8388671875,0.6,H,T,Lose,9,5,,13,296.630859375,148.3154296875,0.5,T,T,Win,7,7,,13,98.876953125,49.4384765625,0.5,T,T,Win,7,7,,13,2669.677734375,1334.8388671875,0.4,T,T,Win,6,8,,13,8009.033203125,4004.5166015625,0.4,T,H,Lose,6,8,,13,2669.677734375,1334.8388671875,0.4,T,H,Lose,6,8,,13,72081.298828125,36040.6494140625,0.3,T,H,Lose,4,10,,13,2669.677734375,1334.8388671875,0.4,T,H,Lose,6,8,,13,296.630859375,148.3154296875,0.4,T,T,Win,6,8,
14,4004.5166015625,2002.25830078125,0.4,T,T,Win,6,9,,14,1334.8388671875,667.41943359375,0.7,H,H,Win,10,5,,14,444.9462890625,222.47314453125,0.5,T,T,Win,7,8,,14,148.3154296875,74.15771484375,0.5,T,T,Win,7,8,,14,4004.5166015625,2002.25830078125,0.4,T,T,Win,6,9,,14,4004.5166015625,2002.25830078125,0.5,T,H,Lose,7,8,,14,1334.8388671875,667.41943359375,0.5,T,H,Lose,7,8,,14,36040.6494140625,18020.32470703125,0.3,T,T,Win,4,11,,14,1334.8388671875,667.41943359375,0.5,T,H,Lose,7,8,,14,444.9462890625,222.47314453125,0.4,T,T,Win,6,9,
15,6006.77490234375,3003.387451171875,0.4,T,T,Win,6,10,,15,2002.25830078125,1001.129150390625,0.6,H,T,Lose,10,6,,15,667.41943359375,333.709716796875,0.5,T,H,Lose,8,8,,15,222.47314453125,111.236572265625,0.5,T,H,Lose,8,8,,15,6006.77490234375,3003.387451171875,0.4,T,H,Lose,7,9,,15,2002.25830078125,1001.129150390625,0.5,T,H,Lose,8,8,,15,667.41943359375,333.709716796875,0.4,T,T,Win,7,9,,15,54060.97412109375,27030.487060546875,0.3,T,H,Lose,5,11,,15,667.41943359375,333.709716796875,0.5,T,H,Lose,8,8,,15,667.41943359375,333.709716796875,0.4,T,H,Lose,7,9,
16,9010.162353515625,4505.0811767578125,0.4,T,H,Lose,7,10,,16,1001.129150390625,500.5645751953125,0.6,H,H,Win,11,6,,16,333.709716796875,166.8548583984375,0.5,T,T,Win,8,9,,16,111.236572265625,55.6182861328125,0.5,T,H,Lose,9,8,,16,3003.387451171875,1501.6937255859375,0.5,T,H,Lose,8,9,,16,1001.129150390625,500.5645751953125,0.5,T,T,Win,8,9,,16,1001.129150390625,500.5645751953125,0.4,T,T,Win,7,10,,16,27030.487060546875,13515.243530273438,0.3,T,T,Win,5,12,,16,333.709716796875,166.8548583984375,0.5,T,T,Win,8,9,,16,333.709716796875,166.8548583984375,0.4,T,T,Win,7,10,
17,4505.0811767578125,2252.5405883789062,0.4,T,T,Win,7,11,,17,1501.6937255859375,750.8468627929688,0.6,H,T,Lose,11,7,,17,500.5645751953125,250.28228759765625,0.5,T,H,Lose,9,9,,17,55.6182861328125,27.80914306640625,0.6,T,H,Lose,10,8,,17,1501.6937255859375,750.8468627929688,0.4,T,T,Win,8,10,,17,1501.6937255859375,750.8468627929688,0.4,T,T,Win,8,10,,17,1501.6937255859375,750.8468627929688,0.4,T,H,Lose,8,10,,17,40545.73059082031,20272.865295410156,0.3,T,T,Win,5,13,,17,500.5645751953125,250.28228759765625,0.5,T,H,Lose,9,9,,17,500.5645751953125,250.28228759765625,0.4,T,H,Lose,8,10,
18,6757.621765136719,3378.8108825683594,0.4,T,H,Lose,8,11,,18,750.8468627929688,375.4234313964844,0.6,H,H,Win,12,7,,18,250.28228759765625,125.14114379882812,0.5,T,T,Win,9,10,,18,27.80914306640625,13.904571533203125,0.5,T,T,Win,10,9,,18,2252.5405883789062,1126.2702941894531,0.5,T,H,Lose,9,10,,18,2252.5405883789062,1126.2702941894531,0.5,T,H,Lose,9,10,,18,750.8468627929688,375.4234313964844,0.4,T,T,Win,8,11,,18,60818.59588623047,30409.297943115234,0.3,T,H,Lose,6,13,,18,250.28228759765625,125.14114379882812,0.5,T,T,Win,9,10,,18,250.28228759765625,125.14114379882812,0.4,T,T,Win,8,11,
