,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails
0,0,10000,7500.0,0.0,H,T,Lose,0,1
1,1,2500.0,1875.0,0.5,H,H,Win,1,1
2,2,4375.0,3281.25,0.7,H,H,Win,2,1
3,3,7656.25,5742.1875,0.5,H,T,Lose,2,2
4,4,1914.0625,1435.546875,0.4,H,T,Lose,2,3
5,5,478.515625,358.88671875,0.3,H,T,Lose,2,4
6,6,119.62890625,89.7216796875,0.4,H,H,Win,3,4
7,7,209.3505859375,157.012939453125,0.5,H,H,Win,4,4
8,8,366.363525390625,274.77264404296875,0.4,H,T,Lose,4,5
9,9,91.59088134765625,68.69316101074219,0.4,H,T,Lose,4,6
10,10,22.897720336914062,17.173290252685547,0.5,H,H,Win,5,6
11,11,40.07101058959961,30.053257942199707,0.5,H,H,Win,6,6
12,12,70.12426853179932,52.59320139884949,0.5,H,T,Lose,6,7
13,13,17.53106713294983,13.148300349712372,0.5,H,H,Win,7,7
14,14,30.6793674826622,23.00952561199665,0.5,H,H,Win,8,7
15,15,53.68889309465885,40.26666982099414,0.5,H,T,Lose,8,8
16,16,13.422223273664713,10.066667455248535,0.5,H,T,Lose,8,9
17,17,3.3555558184161782,2.5166668638121337,0.4,H,T,Lose,8,10
18,18,0.8388889546040446,0.6291667159530334,0.4,H,T,Lose,8,11
19,19,0.20972223865101114,0.15729167898825835,0.5,H,H,Win,9,11
20,20,0.3670139176392695,0.2752604382294521,0.5,H,H,Win,10,11
21,21,0.6422743558687216,0.4817057669015412,0.5,H,H,Win,11,11
22,22,1.1239801227702628,0.8429850920776971,0.5,H,T,Lose,11,12
23,23,0.2809950306925657,0.21074627301942428,0.5,H,H,Win,12,12
24,24,0.49174130371199,0.3688059777839925,0.5,H,H,Win,13,12
25,25,0.8605472814959825,0.6454104611219869,0.5,H,H,Win,14,12
26,26,1.5059577426179693,1.129468306963477,0.5,H,T,Lose,14,13
27,27,0.37648943565449233,0.28236707674086925,0.5,H,T,Lose,14,14
28,28,0.09412235891362308,0.07059176918521731,0.5,H,H,Win,15,14
29,29,0.1647141280988404,0.1235355960741303,0.5,H,H,Win,16,14
30,30,0.2882497241729707,0.216187293129728,0.5,H,T,Lose,16,15
31,31,0.07206243104324267,0.054046823282432,0.5,H,T,Lose,16,16
32,32,0.018015607760810667,0.013511705820608,0.5,H,T,Lose,16,17
33,33,0.004503901940202667,0.003377926455152,0.5,H,H,Win,17,17
34,34,0.007881828395354666,0.005911371296516,0.5,H,H,Win,18,17
35,35,0.013793199691870666,0.010344899768903,0.5,H,T,Lose,18,18
36,36,0.003448299922967666,0.0025862249422257495,0.5,H,T,Lose,18,19
37,37,0.0008620749807419165,0.0006465562355564374,0.5,H,T,Lose,18,20
38,38,0.00021551874518547912,0.00016163905888910934,0.5,H,H,Win,19,20
39,39,0.00037715780407458847,0.00028286835305594134,0.5,H,H,Win,20,20
40,40,0.0006600261571305298,0.0004950196178478974,0.5,H,H,Win,21,20
41,41,0.0011550457749784273,0.0008662843312338205,0.5,H,H,Win,22,20
42,42,0.0020213301062122478,0.001515997579659186,0.5,H,H,Win,23,20
43,43,0.0035373276858714337,0.002652995764403575,0.5,H,T,Lose,23,21
44,44,0.0008843319214678585,0.0006632489411008939,0.5,H,T,Lose,23,22
45,45,0.00022108298036696463,0.00016581223527522347,0.5,H,H,Win,24,22
46,46,0.0003868952156421881,0.00029017141173164106,0.5,H,T,Lose,24,23
47,47,9.672380391054702e-05,7.254285293291027e-05,0.5,H,T,Lose,24,24
48,48,2.4180950977636755e-05,1.8135713233227566e-05,0.5,H,T,Lose,24,25
49,49,6.045237744409189e-06,4.5339283083068916e-06,0.5,H,T,Lose,24,26
50,50,1.5113094361022972e-06,1.1334820770767229e-06,0.5,H,H,Win,25,26
51,51,2.64479151317902e-06,1.983593634884265e-06,0.5,H,T,Lose,25,27
52,52,6.61197878294755e-07,4.958984087210663e-07,0.5,H,T,Lose,25,28
53,53,1.6529946957368876e-07,1.2397460218026657e-07,0.5,H,T,Lose,25,29
54,54,4.132486739342219e-08,3.099365054506664e-08,0.5,H,T,Lose,25,30
55,55,1.0331216848355547e-08,7.74841263626666e-09,0.4,H,T,Lose,25,31
56,56,2.582804212088887e-09,1.937103159066665e-09,0.5,H,H,Win,26,31
57,57,4.519907371155552e-09,3.3899305283666642e-09,0.4,H,T,Lose,26,32
58,58,1.129976842788888e-09,8.474826320916661e-10,0.5,H,H,Win,27,32
59,59,1.977459474880554e-09,1.4830946061604155e-09,0.5,H,T,Lose,27,33
60,60,4.943648687201385e-10,3.707736515401039e-10,0.4,H,T,Lose,27,34
61,61,1.2359121718003463e-10,9.269341288502597e-11,0.5,H,H,Win,28,34
62,62,2.162846300650606e-10,1.6221347254879545e-10,0.5,H,H,Win,29,34
63,63,3.7849810261385605e-10,2.83873576960392e-10,0.5,H,T,Lose,29,35
64,64,9.462452565346402e-11,7.096839424009802e-11,0.4,H,T,Lose,29,36
65,65,2.3656131413366006e-11,1.7742098560024505e-11,0.4,H,T,Lose,29,37
66,66,5.9140328533415015e-12,4.435524640006126e-12,0.4,H,T,Lose,29,38
67,67,1.4785082133353754e-12,1.1088811600015315e-12,0.4,H,T,Lose,29,39
68,68,3.6962705333384385e-13,2.772202900003829e-13,0.4,H,H,Win,30,39
69,69,6.468473433342267e-13,4.8513550750067e-13,0.4,H,H,Win,31,39
70,70,1.1319828508348969e-12,8.489871381261727e-13,0.5,H,H,Win,32,39
71,71,1.9809699889610697e-12,1.4857274917208023e-12,0.4,H,T,Lose,32,40
72,72,4.952424972402674e-13,3.714318729302006e-13,0.5,H,H,Win,33,40
73,73,8.66674370170468e-13,6.50005777627851e-13,0.5,H,H,Win,34,40
74,74,1.516680147798319e-12,1.1375101108487392e-12,0.5,H,T,Lose,34,41
75,75,3.7917003694957987e-13,2.843775277121849e-13,0.4,H,T,Lose,34,42
76,76,9.479250923739497e-14,7.109438192804623e-14,0.4,H,T,Lose,34,43
77,77,2.3698127309348742e-14,1.7773595482011557e-14,0.4,H,T,Lose,34,44
78,78,5.9245318273371855e-15,4.443398870502889e-15,0.4,H,H,Win,35,44
79,79,1.0367930697840075e-14,7.775948023380056e-15,0.4,H,T,Lose,35,45
80,80,2.5919826744600187e-15,1.943987005845014e-15,0.4,H,T,Lose,35,46
81,81,6.479956686150047e-16,4.859967514612535e-16,0.4,H,T,Lose,35,47
82,82,1.6199891715375117e-16,1.2149918786531338e-16,0.4,H,H,Win,36,47
83,83,2.834981050190645e-16,2.126235787642984e-16,0.4,H,H,Win,37,47
84,84,4.961216837833629e-16,3.7209126283752214e-16,0.4,H,T,Lose,37,48
85,85,1.2403042094584071e-16,9.302281570938054e-17,0.4,H,H,Win,38,48
86,86,2.1705323665522124e-16,1.6278992749141593e-16,0.4,H,T,Lose,38,49
87,87,5.426330916380531e-17,4.069748187285398e-17,0.4,H,T,Lose,38,50
88,88,1.3565827290951327e-17,1.0174370468213496e-17,0.4,H,T,Lose,38,51
