,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails
0,0,10000,1000.0,0.0,H,T,Lose,0,1
1,1,9000.0,900.0,0.5,H,H,Win,1,1
2,2,9900.0,990.0,0.7,H,H,Win,2,1
3,3,10890.0,1089.0,0.5,H,T,Lose,2,2
4,4,9801.0,980.1,0.4,H,T,Lose,2,3
5,5,8820.9,882.09,0.5,H,H,Win,3,3
6,6,9702.99,970.299,0.6,H,H,Win,4,3
7,7,10673.289,1067.3289000000002,0.5,H,T,Lose,4,4
8,8,9605.9601,960.5960100000001,0.4,H,T,Lose,4,5
9,9,8645.364090000001,864.5364090000002,0.4,H,T,Lose,4,6
10,10,7780.827681000001,778.0827681000001,0.5,H,H,Win,5,6
11,11,8558.9104491,855.89104491,0.4,H,T,Lose,5,7
12,12,7703.0194041899995,770.301940419,0.5,H,H,Win,6,7
13,13,8473.321344609,847.3321344609,0.4,H,T,Lose,6,8
14,14,7625.989210148099,762.59892101481,0.4,H,T,Lose,6,9
15,15,6863.390289133289,686.339028913329,0.4,H,H,Win,7,9
16,16,7549.729318046619,754.9729318046619,0.4,H,T,Lose,7,10
17,17,6794.7563862419565,679.4756386241957,0.4,H,H,Win,8,10
18,18,7474.232024866153,747.4232024866153,0.5,H,H,Win,9,10
19,19,8221.655227352769,822.1655227352769,0.5,H,H,Win,10,10
20,20,9043.820750088045,904.3820750088046,0.5,H,H,Win,11,10
21,21,9948.20282509685,994.8202825096851,0.5,H,H,Win,12,10
22,22,10943.023107606536,1094.3023107606537,0.6,H,H,Win,13,10
23,23,12037.325418367189,1203.7325418367188,0.5,H,T,Lose,13,11
24,24,10833.59287653047,1083.3592876530472,0.5,H,T,Lose,13,12
25,25,9750.233588877423,975.0233588877423,0.5,H,T,Lose,13,13
26,26,8775.210229989681,877.5210229989682,0.5,H,H,Win,14,13
27,27,9652.73125298865,965.273125298865,0.5,H,T,Lose,14,14
28,28,8687.458127689784,868.7458127689785,0.5,H,T,Lose,14,15
29,29,7818.7123149208055,781.8712314920806,0.5,H,T,Lose,14,16
30,30,7036.841083428725,703.6841083428726,0.5,H,T,Lose,14,17
31,31,6333.1569750858525,633.3156975085853,0.5,H,H,Win,15,17
32,32,6966.472672594438,696.6472672594439,0.5,H,T,Lose,15,18
33,33,6269.825405334995,626.9825405334996,0.4,H,T,Lose,15,19
34,34,5642.842864801495,564.2842864801495,0.5,H,H,Win,16,19
35,35,6207.127151281645,620.7127151281645,0.4,H,T,Lose,16,20
36,36,5586.41443615348,558.6414436153481,0.4,H,T,Lose,16,21
37,37,5027.772992538132,502.7772992538132,0.4,H,H,Win,17,21
38,38,5530.550291791945,553.0550291791945,0.5,H,H,Win,18,21
39,39,6083.605320971139,608.360532097114,0.5,H,H,Win,19,21
40,40,6691.965853068253,669.1965853068253,0.5,H,T,Lose,19,22
41,41,6022.769267761428,602.2769267761428,0.5,H,H,Win,20,22
42,42,6625.04619453757,662.5046194537571,0.5,H,T,Lose,20,23
43,43,5962.541575083813,596.2541575083814,0.5,H,T,Lose,20,24
44,44,5366.287417575431,536.6287417575431,0.4,H,T,Lose,20,25
45,45,4829.658675817888,482.96586758178887,0.5,H,H,Win,21,25
46,46,5312.624543399677,531.2624543399678,0.4,H,T,Lose,21,26
47,47,4781.362089059709,478.136208905971,0.5,H,H,Win,22,26
48,48,5259.498297965681,525.9498297965681,0.4,H,T,Lose,22,27
49,49,4733.548468169112,473.3548468169113,0.4,H,T,Lose,22,28
50,50,4260.193621352201,426.01936213522015,0.4,H,T,Lose,22,29
51,51,3834.174259216981,383.41742592169817,0.4,H,H,Win,23,29
52,52,4217.591685138679,421.75916851386796,0.5,H,H,Win,24,29
53,53,4639.350853652547,463.93508536525474,0.5,H,H,Win,25,29
54,54,5103.285939017802,510.3285939017802,0.5,H,T,Lose,25,30
55,55,4592.957345116021,459.2957345116022,0.5,H,H,Win,26,30
56,56,5052.253079627623,505.2253079627624,0.5,H,H,Win,27,30
57,57,5557.478387590386,555.7478387590386,0.5,H,T,Lose,27,31
