,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails
0,0,10000,500.0,1.0,H,H,Win,1,0
1,1,10500.0,525.0,0.5,H,T,Lose,1,1
2,2,9975.0,498.75,0.3,H,T,Lose,1,2
3,3,9476.25,473.8125,0.2,H,T,Lose,1,3
4,4,9002.4375,450.12187500000005,0.4,H,H,Win,2,3
5,5,9452.559375,472.62796875000004,0.5,H,H,Win,3,3
6,6,9925.18734375,496.2593671875,0.4,H,T,Lose,3,4
7,7,9428.9279765625,471.446398828125,0.5,H,H,Win,4,4
8,8,9900.374375390624,495.01871876953123,0.4,H,T,Lose,4,5
9,9,9405.355656621092,470.2677828310546,0.5,H,H,Win,5,5
10,10,9875.623439452147,493.78117197260735,0.5,H,T,Lose,5,6
11,11,9381.84226747954,469.09211337397704,0.5,H,H,Win,6,6
12,12,9850.934380853518,492.54671904267593,0.5,H,T,Lose,6,7
13,13,9358.387661810842,467.91938309054217,0.4,H,T,Lose,6,8
14,14,8890.4682787203,444.523413936015,0.5,H,H,Win,7,8
15,15,9334.991692656315,466.74958463281575,0.5,H,H,Win,8,8
16,16,9801.741277289131,490.0870638644566,0.5,H,T,Lose,8,9
17,17,9311.654213424674,465.5827106712337,0.4,H,T,Lose,8,10
18,18,8846.07150275344,442.30357513767206,0.4,H,T,Lose,8,11
19,19,8403.767927615769,420.18839638078845,0.5,H,H,Win,9,11
20,20,8823.956323996557,441.1978161998279,0.4,H,T,Lose,9,12
21,21,8382.758507796729,419.1379253898365,0.4,H,T,Lose,9,13
22,22,7963.620582406892,398.18102912034465,0.4,H,H,Win,10,13
23,23,8361.801611527237,418.09008057636186,0.5,H,H,Win,11,13
24,24,8779.891692103598,438.9945846051799,0.4,H,T,Lose,11,14
25,25,8340.897107498418,417.0448553749209,0.4,H,T,Lose,11,15
26,26,7923.852252123497,396.19261260617486,0.4,H,H,Win,12,15
27,27,8320.044864729673,416.00224323648365,0.4,H,T,Lose,12,16
28,28,7904.042621493189,395.20213107465946,0.4,H,H,Win,13,16
29,29,8299.244752567847,414.96223762839236,0.4,H,T,Lose,13,17
30,30,7884.282514939455,394.21412574697274,0.5,H,H,Win,14,17
31,31,8278.496640686428,413.9248320343214,0.5,H,H,Win,15,17
32,32,8692.421472720749,434.62107363603747,0.5,H,T,Lose,15,18
33,33,8257.800399084712,412.89001995423564,0.5,H,H,Win,16,18
34,34,8670.690419038947,433.53452095194734,0.5,H,T,Lose,16,19
35,35,8237.155898087,411.85779490435,0.5,H,H,Win,17,19
36,36,8649.01369299135,432.4506846495675,0.5,H,T,Lose,17,20
37,37,8216.563008341782,410.8281504170891,0.5,H,H,Win,18,20
38,38,8627.39115875887,431.3695579379435,0.5,H,H,Win,19,20
39,39,9058.760716696814,452.9380358348407,0.5,H,H,Win,20,20
40,40,9511.698752531654,475.58493762658276,0.5,H,T,Lose,20,21
41,41,9036.113814905071,451.80569074525357,0.5,H,T,Lose,20,22
42,42,8584.308124159817,429.2154062079909,0.5,H,T,Lose,20,23
43,43,8155.092717951827,407.75463589759136,0.5,H,T,Lose,20,24
44,44,7747.338082054235,387.36690410271177,0.4,H,T,Lose,20,25
