,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails
0,0,10000,5000.0,0.0,H,T,Lose,0,1
1,1,5000.0,2500.0,0.0,H,T,Lose,0,2
2,2,2500.0,1250.0,0.3,H,H,Win,1,2
3,3,3750.0,1875.0,0.2,H,T,Lose,1,3
4,4,1875.0,937.5,0.2,H,T,Lose,1,4
5,5,937.5,468.75,0.2,H,T,Lose,1,5
6,6,468.75,234.375,0.3,H,H,Win,2,5
7,7,703.125,351.5625,0.4,H,H,Win,3,5
8,8,1054.6875,527.34375,0.4,H,H,Win,4,5
9,9,1582.03125,791.015625,0.4,H,T,Lose,4,6
10,10,791.015625,395.5078125,0.5,H,H,Win,5,6
11,11,1186.5234375,593.26171875,0.5,H,H,Win,6,6
12,12,1779.78515625,889.892578125,0.5,H,H,Win,7,6
13,13,2669.677734375,1334.8388671875,0.6,H,H,Win,8,6
14,14,4004.5166015625,2002.25830078125,0.5,H,T,Lose,8,7
15,15,2002.25830078125,1001.129150390625,0.5,H,T,Lose,8,8
16,16,1001.129150390625,500.5645751953125,0.5,H,T,Lose,8,9
17,17,500.5645751953125,250.28228759765625,0.4,H,T,Lose,8,10
18,18,250.28228759765625,125.14114379882812,0.4,H,T,Lose,8,11
19,19,125.14114379882812,62.57057189941406,0.4,H,T,Lose,8,12
20,20,62.57057189941406,31.28528594970703,0.4,H,T,Lose,8,13
21,21,31.28528594970703,15.642642974853516,0.4,H,H,Win,9,13
22,22,46.92792892456055,23.463964462280273,0.4,H,T,Lose,9,14
23,23,23.463964462280273,11.731982231140137,0.4,H,H,Win,10,14
24,24,35.19594669342041,17.597973346710205,0.4,H,H,Win,11,14
25,25,52.793920040130615,26.396960020065308,0.5,H,H,Win,12,14
26,26,79.19088006019592,39.59544003009796,0.4,H,T,Lose,12,15
27,27,39.59544003009796,19.79772001504898,0.4,H,T,Lose,12,16
28,28,19.79772001504898,9.89886000752449,0.4,H,H,Win,13,16
29,29,29.69658002257347,14.848290011286736,0.5,H,H,Win,14,16
30,30,44.54487003386021,22.272435016930103,0.5,H,H,Win,15,16
31,31,66.81730505079031,33.408652525395155,0.5,H,T,Lose,15,17
32,32,33.408652525395155,16.704326262697577,0.5,H,T,Lose,15,18
33,33,16.704326262697577,8.352163131348789,0.5,H,H,Win,16,18
34,34,25.056489394046366,12.528244697023183,0.5,H,T,Lose,16,19
35,35,12.528244697023183,6.2641223485115916,0.5,H,H,Win,17,19
36,36,18.792367045534775,9.396183522767387,0.5,H,H,Win,18,19
37,37,28.188550568302162,14.094275284151081,0.5,H,T,Lose,18,20
38,38,14.094275284151081,7.0471376420755405,0.5,H,H,Win,19,20
39,39,21.14141292622662,10.57070646311331,0.5,H,T,Lose,19,21
40,40,10.57070646311331,5.285353231556655,0.5,H,H,Win,20,21
41,41,15.856059694669966,7.928029847334983,0.5,H,T,Lose,20,22
42,42,7.928029847334983,3.9640149236674915,0.5,H,H,Win,21,22
43,43,11.892044771002475,5.946022385501237,0.5,H,T,Lose,21,23
44,44,5.946022385501237,2.9730111927506186,0.5,H,T,Lose,21,24
45,45,2.9730111927506186,1.4865055963753093,0.5,H,T,Lose,21,25
46,46,1.4865055963753093,0.7432527981876547,0.4,H,T,Lose,21,26
47,47,0.7432527981876547,0.37162639909382733,0.4,H,T,Lose,21,27
48,48,0.37162639909382733,0.18581319954691367,0.4,H,T,Lose,21,28
49,49,0.18581319954691367,0.09290659977345683,0.4,H,T,Lose,21,29
50,50,0.09290659977345683,0.046453299886728416,0.4,H,T,Lose,21,30
51,51,0.046453299886728416,0.023226649943364208,0.4,H,H,Win,22,30
52,52,0.06967994983009262,0.03483997491504631,0.4,H,T,Lose,22,31
53,53,0.03483997491504631,0.017419987457523156,0.4,H,T,Lose,22,32
54,54,0.017419987457523156,0.008709993728761578,0.4,H,H,Win,23,32
55,55,0.026129981186284734,0.013064990593142367,0.4,H,T,Lose,23,33
56,56,0.013064990593142367,0.0065324952965711836,0.4,H,H,Win,24,33
57,57,0.01959748588971355,0.009798742944856775,0.4,H,T,Lose,24,34
58,58,0.009798742944856775,0.004899371472428388,0.4,H,H,Win,25,34
59,59,0.014698114417285163,0.0073490572086425815,0.4,H,H,Win,26,34
60,60,0.022047171625927744,0.011023585812963872,0.4,H,H,Win,27,34
61,61,0.03307075743889162,0.01653537871944581,0.5,H,H,Win,28,34
62,62,0.04960613615833742,0.02480306807916871,0.5,H,H,Win,29,34
63,63,0.07440920423750613,0.037204602118753066,0.5,H,T,Lose,29,35
64,64,0.037204602118753066,0.018602301059376533,0.4,H,T,Lose,29,36
65,65,0.018602301059376533,0.009301150529688267,0.4,H,T,Lose,29,37
66,66,0.009301150529688267,0.004650575264844133,0.4,H,T,Lose,29,38
67,67,0.004650575264844133,0.0023252876324220666,0.4,H,T,Lose,29,39
68,68,0.0023252876324220666,0.0011626438162110333,0.4,H,T,Lose,29,40
69,69,0.0011626438162110333,0.0005813219081055167,0.4,H,H,Win,30,40
