,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails
0,0,10000,2500.0,1.0,H,H,Win,1,0
1,1,12500.0,3125.0,1.0,H,H,Win,2,0
2,2,15625.0,3906.25,0.7,T,T,Win,2,1
3,3,19531.25,4882.8125,0.8,H,H,Win,3,1
4,4,24414.0625,6103.515625,0.8,T,H,Lose,4,1
5,5,18310.546875,4577.63671875,0.7,T,T,Win,4,2
6,6,22888.18359375,5722.0458984375,0.7,T,H,Lose,5,2
7,7,17166.1376953125,4291.534423828125,0.6,T,T,Win,5,3
8,8,21457.672119140625,5364.418029785156,0.6,T,T,Win,5,4
9,9,26822.09014892578,6705.522537231445,0.5,H,T,Lose,5,5
10,10,20116.567611694336,5029.141902923584,0.5,H,H,Win,6,5
11,11,25145.70951461792,6286.42737865448,0.6,H,H,Win,7,5
12,12,31432.1368932724,7858.0342233181,0.5,H,T,Lose,7,6
13,13,23574.1026699543,5893.525667488575,0.6,H,H,Win,8,6
14,14,29467.628337442875,7366.907084360719,0.5,H,T,Lose,8,7
15,15,22100.721253082156,5525.180313270539,0.6,H,H,Win,9,7
16,16,27625.901566352695,6906.475391588174,0.5,H,T,Lose,9,8
17,17,20719.42617476452,5179.85654369113,0.6,H,H,Win,10,8
18,18,25899.28271845565,6474.820679613913,0.6,H,H,Win,11,8
19,19,32374.103398069565,8093.525849517391,0.6,T,H,Lose,12,8
20,20,24280.577548552174,6070.144387138043,0.6,T,H,Lose,13,8
21,21,18210.43316141413,4552.6082903535325,0.6,T,H,Lose,14,8
22,22,13657.824871060599,3414.4562177651496,0.7,T,H,Lose,15,8
23,23,10243.368653295449,2560.842163323862,0.6,T,T,Win,15,9
24,24,12804.21081661931,3201.0527041548276,0.6,T,T,Win,15,10
25,25,16005.263520774137,4001.315880193534,0.6,T,T,Win,15,11
26,26,20006.579400967672,5001.644850241918,0.6,T,T,Win,15,12
27,27,25008.22425120959,6252.056062802398,0.6,H,H,Win,16,12
28,28,31260.280314011987,7815.070078502997,0.6,T,H,Lose,17,12
29,29,23445.21023550899,5861.302558877247,0.6,T,T,Win,17,13
30,30,29306.512794386235,7326.628198596559,0.5,H,T,Lose,17,14
31,31,21979.884595789677,5494.971148947419,0.5,H,T,Lose,17,15
32,32,16484.913446842256,4121.228361710564,0.5,H,H,Win,18,15
33,33,20606.14180855282,5151.535452138205,0.6,H,H,Win,19,15
34,34,25757.677260691024,6439.419315172756,0.6,H,H,Win,20,15
35,35,32197.09657586378,8049.274143965945,0.6,T,H,Lose,21,15
36,36,24147.822431897835,6036.955607974459,0.6,T,T,Win,21,16
37,37,30184.778039872293,7546.194509968073,0.6,T,H,Lose,22,16
38,38,22638.58352990422,5659.645882476055,0.6,T,H,Lose,23,16
39,39,16978.937647428163,4244.734411857041,0.6,T,H,Lose,24,16
40,40,12734.203235571124,3183.550808892781,0.6,T,T,Win,24,17
41,41,15917.754044463905,3979.4385111159763,0.6,T,H,Lose,25,17
42,42,11938.31553334793,2984.5788833369825,0.6,T,T,Win,25,18
43,43,14922.894416684912,3730.723604171228,0.6,T,H,Lose,26,18
44,44,11192.170812513685,2798.042703128421,0.6,T,T,Win,26,19
45,45,13990.213515642106,3497.5533789105266,0.6,T,H,Lose,27,19
46,46,10492.66013673158,2623.165034182895,0.6,T,H,Lose,28,19
47,47,7869.495102548684,1967.373775637171,0.6,T,H,Lose,29,19
