,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails
0,0,10000,500.0,0.0,H,T,Lose,0,1
1,1,9500.0,475.0,0.0,H,T,Lose,0,2
2,2,9025.0,451.25,0.0,H,T,Lose,0,3
3,3,8573.75,428.6875,0.2,H,H,Win,1,3
4,4,9002.4375,450.12187500000005,0.2,H,T,Lose,1,4
5,5,8552.315625,427.61578125,0.3,H,H,Win,2,4
6,6,8979.93140625,448.9965703125,0.4,H,H,Win,3,4
7,7,9428.9279765625,471.446398828125,0.5,H,H,Win,4,4
8,8,9900.374375390624,495.01871876953123,0.6,H,H,Win,5,4
9,9,10395.393094160156,519.7696547080078,0.5,H,T,Lose,5,5
10,10,9875.623439452147,493.78117197260735,0.5,H,H,Win,6,5
11,11,10369.404611424754,518.4702305712377,0.6,H,H,Win,7,5
12,12,10887.874841995992,544.3937420997996,0.6,H,H,Win,8,5
13,13,11432.268584095791,571.6134292047896,0.6,T,T,Win,8,6
14,14,12003.882013300581,600.194100665029,0.6,H,H,Win,9,6
15,15,12604.07611396561,630.2038056982806,0.6,T,H,Lose,10,6
16,16,11973.87230826733,598.6936154133665,0.6,T,T,Win,10,7
17,17,12572.565923680697,628.6282961840349,0.6,T,H,Lose,11,7
18,18,11943.937627496662,597.1968813748331,0.6,T,H,Lose,12,7
19,19,11346.740746121828,567.3370373060915,0.6,T,T,Win,12,8
20,20,11914.07778342792,595.703889171396,0.6,T,H,Lose,13,8
21,21,11318.373894256523,565.9186947128262,0.6,T,H,Lose,14,8
22,22,10752.455199543698,537.622759977185,0.7,T,H,Lose,15,8
23,23,10214.832439566513,510.74162197832567,0.6,T,T,Win,15,9
24,24,10725.57406154484,536.278703077242,0.6,T,H,Lose,16,9
25,25,10189.295358467598,509.4647679233799,0.7,T,H,Lose,17,9
26,26,9679.830590544218,483.9915295272109,0.7,T,H,Lose,18,9
27,27,9195.839061017006,459.79195305085034,0.7,T,H,Lose,19,9
28,28,8736.047107966157,436.80235539830784,0.7,T,T,Win,19,10
29,29,9172.849463364464,458.6424731682232,0.6,T,T,Win,19,11
30,30,9631.491936532688,481.57459682663443,0.6,T,T,Win,19,12
31,31,10113.066533359322,505.65332666796616,0.6,T,H,Lose,20,12
32,32,9607.413206691357,480.3706603345679,0.6,T,H,Lose,21,12
33,33,9127.04254635679,456.3521273178395,0.6,T,T,Win,21,13
34,34,9583.39467367463,479.16973368373147,0.6,T,H,Lose,22,13
35,35,9104.224939990898,455.2112469995449,0.6,T,T,Win,22,14
36,36,9559.436186990442,477.9718093495221,0.6,T,T,Win,22,15
37,37,10037.407996339964,501.8703998169982,0.6,T,T,Win,22,16
38,38,10539.278396156962,526.9639198078481,0.6,T,H,Lose,23,16
39,39,10012.314476349115,500.6157238174558,0.6,T,H,Lose,24,16
40,40,9511.698752531658,475.5849376265829,0.6,T,H,Lose,25,16
41,41,9036.113814905075,451.80569074525374,0.6,T,T,Win,25,17
42,42,9487.919505650329,474.3959752825165,0.6,T,H,Lose,26,17
43,43,9013.523530367813,450.67617651839066,0.6,T,T,Win,26,18
44,44,9464.199706886204,473.2099853443102,0.6,T,T,Win,26,19
