,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount
0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
1,9500.0,10500.0,9500.0,10500.0,9500.0,9500.0,9500.0,9500.0,10500.0,10500.0
2,9025.0,11025.0,9025.0,9975.0,9975.0,9025.0,9975.0,9025.0,9975.0,9975.0
3,8573.75,11576.25,8573.75,9476.25,9476.25,8573.75,9476.25,9476.25,10473.75,9476.25
4,9002.4375,12155.0625,9002.4375,9002.4375,9950.0625,8145.0625,9950.0625,9950.0625,9950.0625,9950.0625
5,8552.315625,12762.815625,8552.315625,9452.559375,10447.565625,8552.315625,10447.565625,10447.565625,9452.559375,9452.559375
6,8124.69984375,12124.67484375,8979.93140625,8979.931406250002,9925.18734375,8979.93140625,10969.943906249999,10969.943906249999,8979.931406250002,9925.18734375
7,7718.4648515624995,12730.908585937499,8530.9348359375,9428.927976562501,10421.4467109375,9428.9279765625,11518.4411015625,10421.446710937498,8530.934835937502,10421.4467109375
8,8104.388094140624,12094.363156640624,8957.481577734376,8957.481577734376,9900.374375390626,8957.481577734376,12094.363156640624,10942.519046484373,8957.481577734377,9900.374375390626
9,8509.607498847656,11489.644998808593,9405.355656621094,9405.355656621094,9405.355656621094,9405.355656621094,12699.081314472654,11489.644998808591,8509.60749884766,10395.393094160157
10,8084.127123905273,10915.162748868164,8935.087873790038,8935.087873790038,8935.087873790038,9875.623439452149,12064.127248749022,12064.12724874902,8935.087873790042,10915.162748868166
11,7679.920767710009,11460.920886311573,8488.333480100537,9381.84226747954,9381.84226747954,10369.404611424756,11460.920886311571,12667.333611186472,9381.842267479544,11460.920886311575
12,8063.91680609551,10887.874841995994,8912.750154105564,8912.750154105563,9850.934380853518,9850.934380853518,10887.874841995992,12033.966930627148,9850.934380853521,10887.874841995996
13,7660.720965790734,11432.268584095793,9358.387661810842,8467.112646400285,9358.387661810842,10343.481099896193,11432.268584095791,12635.665277158505,9358.387661810846,11432.268584095795
14,8043.757014080271,10860.655154891003,9826.307044901385,8043.75701408027,8890.4682787203,9826.307044901383,10860.655154891001,13267.44854101643,8890.468278720304,12003.882013300585
15,7641.569163376257,10317.622397146453,10317.622397146453,8445.944864784284,8445.944864784286,9334.991692656315,11403.68791263555,13930.820968067252,9334.991692656318,11403.687912635556
16,8023.64762154507,10833.503517003775,10833.503517003775,8023.647621545069,8868.2421080235,8868.242108023498,10833.503517003774,13234.27991966389,9801.741277289135,11973.872308267333
17,8424.830002622324,11375.178692853964,10291.828341153587,8424.830002622322,8424.830002622324,8424.830002622322,11375.178692853962,13895.993915647085,9311.654213424677,11375.178692853966
18,8846.07150275344,11943.937627496662,10806.419758211267,8846.071502753439,8846.07150275344,8003.588502491206,10806.419758211265,14590.793611429439,8846.071502753444,10806.419758211268
19,8403.767927615769,11346.740746121828,11346.74074612183,8403.767927615767,9288.375077891113,7603.409077366646,10266.098770300701,15320.33329200091,9288.375077891116,10266.098770300705
20,7983.57953123498,11914.07778342792,10779.403708815738,8823.956323996556,9752.793831785668,7983.579531234978,10779.403708815737,16086.349956600956,8823.956323996561,9752.79383178567
21,8382.758507796729,11318.373894256523,10240.433523374952,9265.154140196384,9265.154140196384,8382.758507796727,10240.43352337495,15282.032458770907,9265.15414019639,10240.433523374953
22,7963.620582406892,10752.455199543698,9728.411847206204,9728.411847206204,8801.896433186565,7963.62058240689,10752.455199543698,16046.134081709453,9728.41184720621,9728.411847206205
23,7565.439553286547,10214.832439566513,9241.991254845894,10214.832439566513,8361.801611527237,8361.801611527235,10214.832439566513,15243.82737762398,10214.83243956652,9241.991254845896
24,7943.7115309508745,9704.090817588187,8779.8916921036,10725.57406154484,7943.7115309508745,7943.711530950874,9704.090817588187,16006.018746505179,9704.090817588194,9704.09081758819
25,8340.897107498418,9218.886276708778,9218.88627670878,10189.295358467598,8340.897107498418,8340.897107498417,9218.886276708778,15205.71780917992,9218.886276708785,9218.886276708781
26,7923.852252123497,8757.94196287334,9679.830590544218,9679.830590544218,8757.94196287334,8757.941962873338,8757.94196287334,14445.431918720924,8757.941962873345,8757.941962873341
27,8320.044864729673,8320.044864729673,9195.839061017006,10163.822120071429,9195.839061017006,8320.04486472967,8320.044864729673,15167.70351465697,9195.839061017012,8320.044864729674
28,8736.047107966157,8736.047107966157,8736.047107966157,9655.631014067858,8736.047107966157,7904.042621493187,7904.042621493189,15926.088690389819,9655.631014067862,8736.047107966158
29,8299.244752567849,8299.244752567849,9172.849463364464,10138.41256477125,8299.244752567849,7508.840490418527,8299.244752567847,15129.784255870329,10138.412564771255,8299.24475256785
30,8714.206990196242,8714.206990196242,8714.20699019624,10645.333193009812,8714.206990196242,7884.282514939454,7884.282514939455,15886.273468663845,9631.491936532693,8714.206990196244
31,9149.917339706055,8278.49664068643,9149.917339706053,10113.06653335932,9149.917339706055,7490.068389192481,7490.068389192482,15091.959795230652,9149.917339706059,9149.917339706057
