,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount,Amount
0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
1,7500.0,7500.0,12500.0,12500.0,12500.0,7500.0,7500.0,12500.0,12500.0,7500.0
2,9375.0,5625.0,15625.0,15625.0,9375.0,9375.0,9375.0,9375.0,9375.0,5625.0
3,7031.25,4218.75,11718.75,19531.25,7031.25,7031.25,11718.75,7031.25,11718.75,4218.75
4,8789.0625,5273.4375,14648.4375,24414.0625,8789.0625,8789.0625,14648.4375,5273.4375,8789.0625,3164.0625
5,6591.796875,6591.796875,18310.546875,18310.546875,6591.796875,10986.328125,10986.328125,3955.078125,6591.796875,2373.046875
6,8239.74609375,8239.74609375,22888.18359375,13732.91015625,4943.84765625,8239.74609375,8239.74609375,4943.84765625,8239.74609375,2966.30859375
7,10299.6826171875,6179.8095703125,17166.1376953125,10299.6826171875,3707.8857421875,10299.6826171875,6179.8095703125,6179.8095703125,10299.6826171875,3707.8857421875
8,7724.761962890625,4634.857177734375,21457.672119140625,7724.761962890625,4634.857177734375,7724.761962890625,4634.857177734375,7724.761962890625,12874.603271484375,4634.857177734375
9,9655.952453613281,5793.571472167969,16093.254089355469,9655.952453613281,5793.571472167969,9655.952453613281,5793.571472167969,5793.571472167969,9655.952453613281,5793.571472167969
10,7241.964340209961,4345.178604125977,20116.567611694336,7241.964340209961,4345.178604125977,7241.964340209961,4345.178604125977,4345.178604125977,12069.940567016602,4345.178604125977
11,9052.455425262451,5431.473255157471,25145.70951461792,5431.473255157471,5431.473255157471,5431.473255157471,5431.473255157471,3258.8839530944824,9052.455425262451,5431.473255157471
12,6789.341568946838,4073.604941368103,31432.1368932724,6789.341568946838,4073.604941368103,4073.604941368103,4073.604941368103,2444.162964820862,6789.341568946838,6789.341568946838
13,8486.676961183548,5092.006176710129,39290.1711165905,8486.676961183548,3055.2037060260773,3055.2037060260773,3055.2037060260773,3055.2037060260773,5092.006176710129,8486.676961183548
14,10608.346201479435,6365.007720887661,29467.628337442875,10608.346201479435,3819.0046325325966,3819.0046325325966,3819.0046325325966,3819.0046325325966,6365.007720887661,10608.346201479435
15,13260.432751849294,4773.755790665746,36834.53542180359,7956.259651109576,2864.2534743994474,4773.755790665746,4773.755790665746,4773.755790665746,7956.259651109576,13260.432751849294
16,16575.540939811617,3580.3168429993093,27625.901566352695,9945.32456388697,3580.3168429993093,3580.3168429993093,3580.3168429993093,3580.3168429993093,5967.194738332182,16575.540939811617
17,20719.42617476452,4475.396053749137,20719.42617476452,12431.655704858713,2685.237632249482,4475.396053749137,4475.396053749137,2685.237632249482,4475.396053749137,12431.655704858713
18,15539.569631073391,3356.5470403118525,15539.569631073391,9323.741778644035,3356.5470403118525,3356.5470403118525,3356.5470403118525,3356.5470403118525,5594.245067186421,15539.569631073391
19,19424.46203884174,4195.683800389816,11654.677223305043,11654.677223305043,4195.683800389816,4195.683800389816,2517.4102802338894,4195.683800389816,6992.806333983026,11654.677223305043
20,14568.346529131304,5244.6047504872695,8741.007917478782,14568.346529131304,5244.6047504872695,3146.7628502923617,3146.7628502923617,5244.6047504872695,5244.6047504872695,14568.346529131304
21,10926.259896848478,3933.453562865452,10926.259896848478,10926.259896848478,6555.755938109087,3933.453562865452,2360.0721377192713,6555.755938109087,6555.755938109087,18210.43316141413
22,8194.694922636358,4916.816953581815,13657.824871060599,8194.694922636358,4916.816953581815,2950.090172149089,2950.090172149089,4916.816953581815,8194.694922636358,13657.824871060599
23,6146.021191977268,3687.612715186361,10243.368653295449,6146.021191977268,3687.612715186361,2212.567629111817,2212.567629111817,6146.021191977269,6146.021191977268,10243.368653295449
24,7682.526489971586,4609.515893982952,7682.526489971587,4609.515893982951,4609.515893982952,2765.7095363897715,2765.7095363897715,4609.515893982952,4609.515893982951,12804.21081661931
25,5761.89486747869,3457.1369204872135,9603.158112464484,5761.894867478688,3457.1369204872135,3457.1369204872144,3457.1369204872144,3457.1369204872135,3457.136920487213,16005.263520774137
26,7202.368584348362,2592.85269036541,12003.947640580605,4321.421150609016,4321.421150609017,4321.421150609018,2592.852690365411,2592.85269036541,4321.421150609016,12003.947640580602
