,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0,Number,Amount,Bet,Probability,Predication,Toss,Result,Heads,Tails,0
0,10000,7500.0,1.0,H,H,Win,1,0,,0,10000,7500.0,0.0,H,T,Lose,0,1,,0,10000,7500.0,1.0,H,H,Win,1,0,,0,10000,7500.0,0.0,H,T,Lose,0,1,,0,10000,7500.0,1.0,H,H,Win,1,0,,0,10000,7500.0,0.0,H,T,Lose,0,1,,0,10000,7500.0,1.0,H,H,Win,1,0,,0,10000,7500.0,0.0,H,T,Lose,0,1,,0,10000,7500.0,0.0,H,T,Lose,0,1,,0,10000,7500.0,1.0,H,H,Win,1,0,
1,17500.0,13125.0,1.0,T,H,Lose,2,0,,1,2500.0,1875.0,0.5,H,H,Win,1,1,,1,17500.0,13125.0,1.0,H,H,Win,2,0,,1,2500.0,1875.0,0.0,H,T,Lose,0,2,,1,17500.0,13125.0,1.0,H,H,Win,2,0,,1,2500.0,1875.0,0.0,H,T,Lose,0,2,,1,17500.0,13125.0,0.5,H,T,Lose,1,1,,1,2500.0,1875.0,0.5,H,H,Win,1,1,,1,2500.0,1875.0,0.5,H,H,Win,1,1,,1,17500.0,13125.0,0.5,T,T,Win,1,1,
2,4375.0,3281.25,1.0,T,H,Lose,3,0,,2,4375.0,3281.25,0.3,H,T,Lose,1,2,,2,30625.0,22968.75,1.0,T,H,Lose,3,0,,2,625.0,468.75,0.0,H,T,Lose,0,3,,2,30625.0,22968.75,0.7,T,T,Win,2,1,,2,625.0,468.75,0.3,H,H,Win,1,2,,2,4375.0,3281.25,0.3,H,T,Lose,1,2,,2,4375.0,3281.25,0.3,H,T,Lose,1,2,,2,4375.0,3281.25,0.7,H,H,Win,2,1,,2,30625.0,22968.75,0.3,H,T,Lose,1,2,
3,1093.75,820.3125,0.8,T,T,Win,3,1,,3,1093.75,820.3125,0.2,H,T,Lose,1,3,,3,7656.25,5742.1875,0.8,T,T,Win,3,1,,3,156.25,117.1875,0.0,H,T,Lose,0,4,,3,53593.75,40195.3125,0.5,H,T,Lose,2,2,,3,1093.75,820.3125,0.5,H,H,Win,2,2,,3,1093.75,820.3125,0.5,H,H,Win,2,2,,3,1093.75,820.3125,0.2,H,T,Lose,1,3,,3,7656.25,5742.1875,0.5,T,T,Win,2,2,,3,7656.25,5742.1875,0.2,H,T,Lose,1,3,
4,1914.0625,1435.546875,0.6,T,T,Win,3,2,,4,273.4375,205.078125,0.2,H,T,Lose,1,4,,4,13398.4375,10048.828125,0.6,T,T,Win,3,2,,4,39.0625,29.296875,0.0,H,T,Lose,0,5,,4,13398.4375,10048.828125,0.4,H,T,Lose,2,3,,4,1914.0625,1435.546875,0.6,H,H,Win,3,2,,4,1914.0625,1435.546875,0.6,H,H,Win,3,2,,4,273.4375,205.078125,0.2,H,T,Lose,1,4,,4,13398.4375,10048.828125,0.4,H,T,Lose,2,3,,4,1914.0625,1435.546875,0.2,H,T,Lose,1,4,
5,3349.609375,2512.20703125,0.5,H,T,Lose,3,3,,5,68.359375,51.26953125,0.3,H,H,Win,2,4,,5,23447.265625,17585.44921875,0.5,T,T,Win,3,3,,5,9.765625,7.32421875,0.0,H,T,Lose,0,6,,5,3349.609375,2512.20703125,0.3,H,T,Lose,2,4,,5,3349.609375,2512.20703125,0.7,T,H,Lose,4,2,,5,3349.609375,2512.20703125,0.5,H,T,Lose,3,3,,5,68.359375,51.26953125,0.2,H,T,Lose,1,5,,5,3349.609375,2512.20703125,0.5,H,H,Win,3,3,,5,478.515625,358.88671875,0.2,H,T,Lose,1,5,
6,837.40234375,628.0517578125,0.4,H,T,Lose,3,4,,6,119.62890625,89.7216796875,0.3,H,T,Lose,2,5,,6,41032.71484375,30774.5361328125,0.6,H,H,Win,4,3,,6,2.44140625,1.8310546875,0.0,H,T,Lose,0,7,,6,837.40234375,628.0517578125,0.3,H,T,Lose,2,5,,6,837.40234375,628.0517578125,0.7,T,H,Lose,5,2,,6,837.40234375,628.0517578125,0.4,H,T,Lose,3,4,,6,17.08984375,12.8173828125,0.1,H,T,Lose,1,6,,6,5861.81640625,4396.3623046875,0.4,H,T,Lose,3,4,,6,119.62890625,89.7216796875,0.1,H,T,Lose,1,6,
7,209.3505859375,157.012939453125,0.4,H,T,Lose,3,5,,7,29.9072265625,22.430419921875,0.4,H,H,Win,3,5,,7,71807.2509765625,53855.438232421875,0.5,H,T,Lose,4,4,,7,0.6103515625,0.457763671875,0.0,H,T,Lose,0,8,,7,209.3505859375,157.012939453125,0.4,H,H,Win,3,5,,7,209.3505859375,157.012939453125,0.8,T,H,Lose,6,2,,7,209.3505859375,157.012939453125,0.4,H,T,Lose,3,5,,7,4.2724609375,3.204345703125,0.2,H,H,Win,2,6,,7,1465.4541015625,1099.090576171875,0.5,H,H,Win,4,4,,7,29.9072265625,22.430419921875,0.1,H,T,Lose,1,7,
8,52.337646484375,39.25323486328125,0.3,H,T,Lose,3,6,,8,52.337646484375,39.25323486328125,0.3,H,T,Lose,3,6,,8,17951.812744140625,13463.859558105469,0.6,H,H,Win,5,4,,8,0.152587890625,0.11444091796875,0.0,H,T,Lose,0,9,,8,366.363525390625,274.77264404296875,0.3,H,T,Lose,3,6,,8,52.337646484375,39.25323486328125,0.8,T,H,Lose,7,2,,8,52.337646484375,39.25323486328125,0.3,H,T,Lose,3,6,,8,7.476806640625,5.60760498046875,0.3,H,H,Win,3,6,,8,2564.544677734375,1923.4085083007812,0.6,H,H,Win,5,4,,8,7.476806640625,5.60760498046875,0.1,H,T,Lose,1,8,
9,13.08441162109375,9.813308715820312,0.4,H,H,Win,4,6,,9,13.08441162109375,9.813308715820312,0.4,H,H,Win,4,6,,9,31415.672302246094,23561.75422668457,0.5,T,T,Win,5,5,,9,0.03814697265625,0.0286102294921875,0.0,H,T,Lose,0,10,,9,91.59088134765625,68.69316101074219,0.3,H,T,Lose,3,7,,9,13.08441162109375,9.813308715820312,0.7,T,T,Win,7,3,,9,13.08441162109375,9.813308715820312,0.4,H,H,Win,4,6,,9,13.08441162109375,9.813308715820312,0.4,H,H,Win,4,6,,9,4487.953186035156,3365.964889526367,0.6,H,H,Win,6,4,,9,1.86920166015625,1.4019012451171875,0.1,H,T,Lose,1,9,
